eatery_name,eatery_address,eatery_rating,City
Hollywoods Wangaratta,"1-3 Murphy St, Wangaratta VIC 3677, Australia",4.2,WANGARATTA
Emerald Thai Restaurant,"30 Reid St, Wangaratta VIC 3677, Australia",3.7,WANGARATTA
Atrium,"29-37 Ryley St, Wangaratta VIC 3677, Australia",4.6,WANGARATTA
At Home Thai Restaurant,"6/8 Roy St E, Wangaratta VIC 3677, Australia",4.3,WANGARATTA
Intermezzo Cafe,"Cnr Ford & Ovens Sts, Wangaratta VIC 3677, Australia",4.4,WANGARATTA
Wangaratta Club,"4 Victoria Parade, Wangaratta VIC 3677, Australia",4.2,WANGARATTA
Where Is my Coffee,"1/103 Murphy St, Wangaratta VIC 3677, Australia",4.2,WANGARATTA
Buyin Time,"21 Muntz St, Wangaratta VIC 3677, Australia",4.7,WANGARATTA
McDonald's Wangaratta,"13/17 Ryley St, Wangaratta VIC 3677, Australia",3.5,WANGARATTA
Indulge Parkside,"Shop 21/86 Ovens St, Wangaratta VIC 3677, Australia",4.2,WANGARATTA
Salvatore's Pizzeria,"26A Faithfull St, Wangaratta VIC 3677, Australia",4.8,WANGARATTA
Clovelly Restaurant Warrnambool,"116 Merri St, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Logans Cafe Restaurant,"168 Koroit St, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Images Restaurant Cafe And Cocktail Bar,"60 Liebig St, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
Quorum Restaurant,"86 Kepler St, Warrnambool VIC 3280, Australia",4.6,WARRNAMBOOL
The Liebig Cafe & Restaurant,"76 Liebig St, Warrnambool VIC 3280, Australia",4.6,WARRNAMBOOL
Pavilion Cafe & Bar,"50 Viaduct Rd, Warrnambool VIC 3280, Australia",4.1,WARRNAMBOOL
Elements Restaurant & Bar Warrnambool,"525 Raglan Parade, Warrnambool VIC 3280, Australia",0.0,WARRNAMBOOL
Bojangles Pizza Restaurant,"61 Liebig St, Warrnambool VIC 3280, Australia",4.0,WARRNAMBOOL
Cattleya Thai Restaurant,"142 Timor St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
Siamese Authentic Thai Restaurant,"108 Lava St, Warrnambool VIC 3280, Australia",4.3,WARRNAMBOOL
Simon's Waterfront,"1/80 Pertobe Rd, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
Pippies By The Bay,"91 Merri St, Warrnambool VIC 3280, Australia",4.1,WARRNAMBOOL
Bohemia Cafe & Bar,"127 Kepler St, Warrnambool VIC 3280, Australia",4.6,WARRNAMBOOL
Cafe at Provincial,"125 Liebig St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
Fishtales Cafe,"63 Liebig St, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
Vandebrew Cafe,"Shop7/1/9 Gateway Rd, Warrnambool VIC 3280, Australia",4.6,WARRNAMBOOL
The Hairy Goat Tapas & Cocktail Bar,"69 Liebig St, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Proudfoots By The River,"2 Simpson St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
India Gate Restaurant,"188 Liebig St, Warrnambool VIC 3280, Australia",4.0,WARRNAMBOOL
Myrtle Bar & Kitchen,"163 Timor St, Warrnambool VIC 3280, Australia",4.8,WARRNAMBOOL
Gippsland Palace Asian Restaurant,"58 MacArthur St, Sale VIC 3850, Australia",4.0,SALE
El-Sombrero Mexican Restaurant,"168 Raymond St, Sale VIC 3850, Australia",3.8,SALE
Raglan Pizza Restaurant,"221 Raglan St, Sale VIC 3850, Australia",4.3,SALE
redd catt,"192 Raymond St, Sale VIC 3850, Australia",4.6,SALE
La Porchetta Sale,"69 MacArthur St, Sale VIC 3850, Australia",3.9,SALE
Café No 8,"37-39 Cunninghame St, Sale VIC 3850, Australia",3.3,SALE
The Star Hotel Sale,"173 Raymond St, Sale VIC 3850, Australia",4.1,SALE
Gaslight Room Restaurant & Bistro,"153 York St, Sale VIC 3850, Australia",4.5,SALE
Criterion Hotel,"90 MacAlister St, Sale VIC 3850, Australia",4.5,SALE
Sale Rainbow Chinese Restaurant,"389 Raymond St, Sale VIC 3850, Australia",4.0,SALE
Thai @Sale,"3850/298 York St, Sale VIC 3850, Australia",4.2,SALE
Portside Food + Wine,"100 Foster St, Sale VIC 3850, Australia",4.6,SALE
Masia's Coffee Lounge,"188 Raymond St, Sale VIC 3850, Australia",4.7,SALE
Salt and saffron,"92 Raymond St, Sale VIC 3850, Australia",4.2,SALE
Gippsland Dragon,"37-79 Cunninghame St, Sale VIC 3850, Australia",3.8,SALE
Franklins Eatery,"425 Raymond St, Sale VIC 3850, Australia",4.8,SALE
The Hunting Ground,"3/102 York St, Sale VIC 3850, Australia",4.7,SALE
Masias Coffee Lounge,"188 Raymond St, Sale VIC 3850, Australia",4.9,SALE
Gippsland Centre Café,"37-39 Cunninghame St, Sale VIC 3850, Australia",4.1,SALE
Mister Raymond,"268-270 Raymond St, Sale VIC 3850, Australia",4.4,SALE
Edenhope Takeaway,"53 Elizabeth St, Edenhope VIC 3318, Australia",4.1,EDENHOPE
The Coffee Shop,"58 Elizabeth St, Edenhope VIC 3318, Australia",4.3,EDENHOPE
Edenhope Motor Inn,"157 Elizabeth St, Edenhope VIC 3318, Australia",4.0,EDENHOPE
Station Street Cafe,"26 Station St, Nunawading VIC 3131, Australia",4.2,NUNAWADING
Bucatini Restaurant & Bar,"454 Whitehorse Rd, Mitcham VIC 3132, Australia",4.2,NUNAWADING
Space Cafe,"Nunawading VIC 3131, Australia",3.1,NUNAWADING
The Peddler Cafe,"295B Springfield Rd, Nunawading VIC 3131, Australia",4.4,NUNAWADING
Haveli Heritage Indian Restaurant,"147 Springvale Rd, Nunawading VIC 3131, Australia",4.4,NUNAWADING
Mr President Cafe & Eatery,"2 Wood St, Nunawading VIC 3131, Australia",4.5,NUNAWADING
Tabla,"141 Springvale Rd, Nunawading VIC 3131, Australia",4.3,NUNAWADING
Cafe Blanc.,"93 Mount Pleasant Rd, Nunawading VIC 3131, Australia",4.7,NUNAWADING
PappaRich Nunawading,"t56/288 Whitehorse Rd, Nunawading VIC 3131, Australia",3.8,NUNAWADING
Squires Loft Nunawading,"54/288 Whitehorse Rd, Nunawading VIC 3131, Australia",3.9,NUNAWADING
McDonald's Nunawading II,"349-353 Whitehorse Rd, Nunawading VIC 3131, Australia",3.8,NUNAWADING
Little Hugh,"150 Rooks Rd, Nunawading VIC 3131, Australia",4.5,NUNAWADING
Toast Nunawading,"144 Junction Rd, Nunawading VIC 3131, Australia",4.9,NUNAWADING
Flavours of Mekong Vietnamese & Southeast Asian cuisine,"156 Springvale Rd, Nunawading VIC 3131, Australia",4.6,NUNAWADING
Mayura Thai Restaurant,"291A Springfield Rd, Nunawading VIC 3131, Australia",4.5,NUNAWADING
Jimmyz Kebabs Nunawading,"173 Springvale Rd, Nunawading VIC 3131, Australia",4.1,NUNAWADING
Authentico Cafe Grill,"3131/158 Springvale Rd, Nunawading VIC 3131, Australia",4.3,NUNAWADING
Oedo Sushi Cafe,"1 Market St, Nunawading VIC 3131, Australia",4.9,NUNAWADING
THE NOODLE SHOP,"2 Station St, Nunawading VIC 3131, Australia",4.6,NUNAWADING
Pizzeria Romana,"12/14 Market St, Nunawading VIC 3131, Australia",4.8,NUNAWADING
Armaniis south Morang,"1/30 Oleander Dr, South Morang VIC 3082, Australia",3.5,SOUTH MORANG
Farm Vigano,"10 Bushmans Way, South Morang VIC 3752, Australia",4.3,SOUTH MORANG
Santos Cafe restaurant and pizzerria,"2/795 Plenty Rd, South Morang VIC 3752, Australia",4.0,SOUTH MORANG
Sinners Family Restaurant,"3/797 Plenty Rd, South Morang VIC 3752, Australia",4.0,SOUTH MORANG
cafe-saffron,"1/5 Danaher Dr, South Morang VIC 3752, Australia",3.7,SOUTH MORANG
ZAIT.,"6-8/797 Plenty Rd, South Morang VIC 3752, Australia",4.2,SOUTH MORANG
South Morang Eatery,"8/2 Murdoch Rd, South Morang VIC 3752, Australia",3.8,SOUTH MORANG
Frankies_south morang,"Shop 1 290 Gordon's rd morang, frankies, South Morang VIC 3752, Australia",3.6,SOUTH MORANG
TESTY BITES CREATION P/L,"Shop 2/1 Danaher Dr, South Morang VIC 3752, Australia",0.0,SOUTH MORANG
The Groove Train Plenty Valley,"Shop 53/400 McDonalds Rd, Mill Park VIC 3082, Australia",3.8,SOUTH MORANG
South Morang Pizza & Pasta,"13 Gorge Rd, South Morang VIC 3752, Australia",4.3,SOUTH MORANG
Thirtyfold Cafe,"11 Gorge Rd, South Morang VIC 3752, Australia",4.7,SOUTH MORANG
"""Two Beans and a Farm"" at Carome Homestead","10 Hathfelde Boulevard Mernda Corner of Hathfelde Blvd and, Muswellbrook Grove, Mernda VIC 3754, Australia",4.2,SOUTH MORANG
Big Brother Pizza - South Morang,"Central South Morang Shopping Center 4, 338 McDonalds Rd, South Morang VIC 3752, Australia",3.7,SOUTH MORANG
Martini & Co,"Shop R13/415 McDonalds Rd, Mill Park VIC 3752, Australia",3.7,SOUTH MORANG
The Lakes Pizza Pasta and Ribs,"7/1 The Promenade, South Morang VIC 3752, Australia",4.3,SOUTH MORANG
Viet Chopsticks,"2 Murdoch Rd, South Morang VIC 3752, Australia",4.3,SOUTH MORANG
Pho Sunday Rose,"South Morang VIC 3752, Australia",4.1,SOUTH MORANG
sehion cafe,"1/2 Danaher Dr, South Morang VIC 3752, Australia",4.1,SOUTH MORANG
Maple Tree Cafe,"9/340 McDonalds Rd, South Morang VIC 3752, Australia",4.0,SOUTH MORANG
The Secret Cup,"86 High St, Wodonga VIC 3690, Australia",4.6,WODONGA
Miss Amelie,"46 Elgin Blvd, Wodonga VIC 3690, Australia",4.7,WODONGA
The Cube Cafe (Wodonga),"118 Hovell St, Wodonga VIC 3690, Australia",3.7,WODONGA
Phaboonchai Thai Restaurant,"Shop 17/202A Beechworth Rd, Wodonga VIC 3690, Australia",4.3,WODONGA
Elgin's of Albury Wodonga,"51-53 Elgin Blvd, Wodonga VIC 3690, Australia",4.0,WODONGA
Steakpit Restaurant,"51/53 Elgin Blvd, Wodonga VIC 3690, Australia",4.1,WODONGA
Indian Tandoori Restaurant,"13 Stanley St, Wodonga VIC 3690, Australia",4.2,WODONGA
The Goods Shed,"1/71 Church St, Wodonga VIC 3690, Australia",4.4,WODONGA
Huon Hill Hotel,"48 Reid Street, Corner Havelock St, Wodonga VIC 3690, Australia",4.2,WODONGA
The Valleys Restaurant at Wodonga TAFE,"87 McKoy St, West Wodonga VIC 3691, Australia",0.0,WODONGA
BeanStation Cafe,"1/46 Elgin Blvd, Wodonga VIC 3690, Australia",4.4,WODONGA
Real Thai Kitchen Restaurant,"71 High St, Wodonga VIC 3690, Australia",4.1,WODONGA
Deli Bean Cafe,"237 Beechworth Rd, Wodonga VIC 3690, Australia",4.6,WODONGA
Junction Pizza Wodonga,"104 High St, Wodonga VIC 3690, Australia",4.2,WODONGA
Wodonga Rothman Alljoy Chinese Restaurant,"112-114 High St, Wodonga VIC 3690, Australia",3.0,WODONGA
"The River Deck Cafe; Restaurant, Cafe, Wedding and Function Venu","48 Noreuil Parade, South Albury NSW 2640, Australia",4.3,WODONGA
Platinum Brew Cafe,"Shop 13-14 Southside Terrace, Beechworth Rd, Wodonga VIC 3690, Australia",4.6,WODONGA
Garden Gallery Cafe,"5 Huon Creek Rd, Wodonga VIC 3690, Australia",4.2,WODONGA
Little Lane Cafe,"1/4 Stanley St, Wodonga VIC 3690, Australia",5.0,WODONGA
Wodonga Central Cafe,"Shop 3a/176 High St, Wodonga VIC 3690, Australia",4.1,WODONGA
Italian Sports Club of Werribee,"601 Heaths Rd, Werribee VIC 3030, Australia",4.2,WERRIBEE
"Raffaels Cafe, Bar & Grill","177 Watton St, Werribee VIC 3030, Australia",3.9,WERRIBEE
Hot Goss Cafe And Restaurant,"43 Watton St, Werribee VIC 3030, Australia",4.4,WERRIBEE
Duyen Duyen Vietnamese Chinese Restaurant,"122 Watton St, Werribee VIC 3030, Australia",4.0,WERRIBEE
The social sutra,"1/169 Watton St, Werribee VIC 3030, Australia",4.4,WERRIBEE
PD Cafe Werribee,"236 Hoppers Ln, Werribee VIC 3037, Australia",4.3,WERRIBEE
Mama Lor Restaurant & Bakery - Melbourne,"187 Watton St, Werribee VIC 3030, Australia",4.1,WERRIBEE
Wolf on Watton,"90A Watton St, Werribee VIC 3030, Australia",4.5,WERRIBEE
Bikanos,"3/70 Watton St, Werribee VIC 3030, Australia",3.6,WERRIBEE
Martini & Co Werribee,"225 Heaths Rd, Werribee VIC 3030, Australia",4.2,WERRIBEE
Fusion Ceylon,"27 Watton St, Werribee VIC 3030, Australia",4.7,WERRIBEE
Chatter Box Cafe,"63 Watton St, Werribee VIC 3030, Australia",4.4,WERRIBEE
Shadowfax Winery,"K Rd, Werribee South VIC 3030, Australia",4.3,WERRIBEE
DELISH restaurant,"122 Watton St, Werribee VIC 3030, Australia",5.0,WERRIBEE
Ghazal Indian Buffet & Bar,"187 Watton St, Werribee VIC 3030, Australia",3.5,WERRIBEE
Racecourse Hotel,"78 Cottrell St, Werribee VIC 3030, Australia",4.2,WERRIBEE
Master Wok Chinese Restaurant,"65 Synnot St, Werribee VIC 3030, Australia",4.2,WERRIBEE
Chirnside Cafe,"240 Heaths Rd, Werribee VIC 3029, Australia",4.1,WERRIBEE
Werribee Italia Pizza & Restaurant,"19A Watton St, Werribee VIC 3030, Australia",3.9,WERRIBEE
Silver Chopsticks Chinese Restaurant,"7 Barnes Pl, Werribee VIC 3030, Australia",4.2,WERRIBEE
Agapi,"262 Swan St, Richmond VIC 3121, Australia",4.2,RICHMOND
Bouzy Rouge,"470 Bridge Rd, Richmond VIC 3121, Australia",4.5,RICHMOND
Cochin Wine Bar & Restaurant,"256 Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
Mezzett Restaurant Bar,"96 Swan St, Richmond VIC 3121, Australia",0.0,RICHMOND
Salona,"260A Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
Riché - Cafe Richmond,"3/189 Bridge Rd, Richmond VIC 3121, Australia",4.8,RICHMOND
Feast of Merit,"117 Swan St, Richmond VIC 3121, Australia",4.2,RICHMOND
Niche On Bridge,"571 Bridge Rd, Richmond VIC 3121, Australia",4.5,RICHMOND
Ostēr,"76-78 Bridge Rd, Richmond VIC 3121, Australia",4.7,RICHMOND
Noir,"175 Swan St, Richmond VIC 3121, Australia",4.4,RICHMOND
JAMU,"1 Palmer St, Richmond VIC 3121, Australia",4.5,RICHMOND
Fina's Vegan Restaurant - Richmond,"268 Victoria St, Richmond VIC 3121, Australia",4.6,RICHMOND
Reunion & Co,"472 Bridge Rd, Richmond VIC 3121, Australia",4.4,RICHMOND
Caddie,"167 Swan St, Richmond VIC 3121, Australia",4.5,RICHMOND
The Piano Thai Restaurant & Bar,"18-20 Bridge Rd, Richmond VIC 3121, Australia",4.2,RICHMOND
Minamishima,"4 Lord St, Richmond VIC 3121, Australia",4.7,RICHMOND
The Reserve Restaurant,"649 Bridge Rd, Richmond VIC 3121, Australia",0.0,RICHMOND
Top Paddock Cafe,"658 Church St, Richmond VIC 3121, Australia",4.3,RICHMOND
Touchwood,"480 Bridge Rd, Richmond VIC 3121, Australia",4.3,RICHMOND
OTree Restaurant & Receptions,"2 Victoria Rd, Lilydale VIC 3140, Australia",4.6,LILYDALE
Bom Gosto Restaurant & Cafe,"11 Castella St, Lilydale VIC 3140, Australia",4.1,LILYDALE
Hutch & Co Cafe,"251 Main St, Lilydale VIC 3140, Australia",4.5,LILYDALE
Hok's Cafe & Restaurant,"236 Main St, Lilydale VIC 3140, Australia",4.7,LILYDALE
enTHAIced Thai Restaurant Lilydale,"20-22 Castella St, Lilydale VIC 3140, Australia",4.5,LILYDALE
Tiantian Kitchen Chinese Restaurant(Lilydale),"4/5-7 Clarke St, Lilydale VIC 3140, Australia",3.9,LILYDALE
Royal Time Indian Restaurant,"Shop 1 & 2, 260 Main St, Lilydale VIC 3140, Australia",4.3,LILYDALE
Mitchell's View Restaurant,"1 Jarlo Drive, Lilydale VIC 3140, Australia",5.0,LILYDALE
The Valley Restaurant @ The International Lilydale,"471 Maroondah Hwy, Lilydale VIC 3140, Australia",3.9,LILYDALE
L'Auberge French Café,"42 Castella St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Bean Seen Cafe,"178 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Yarra Valley Smokery,"96 Main St, Lilydale VIC 3140, Australia",4.8,LILYDALE
McDonald's Lilydale,"356-406 Main St, Lilydale VIC 3140, Australia",3.5,LILYDALE
Hendriks,"54 John St, Lilydale VIC 3140, Australia",4.0,LILYDALE
the Lilydale General,"110 Beresford Rd, Lilydale VIC 3140, Australia",4.3,LILYDALE
Blue Turtle Cafe,"222 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Round Bird Can't Fly,"170 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Isshin Japanese House Lilydale,"208 Main St, Lilydale VIC 3140, Australia",4.2,LILYDALE
La Porchetta Lilydale,"315 Main St, Lilydale VIC 3140, Australia",3.8,LILYDALE
Gracious GRACE,"Castella St, Lilydale VIC 3140, Australia",4.2,LILYDALE
Empress King Garden Chinese Restaurant,"160 Scott St, Warracknabeal VIC 3393, Australia",3.6,WARRACKNABEAL
The Creekside Hotel Warracknabeal,"4 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Cafe Pharmacino,"106-108 Scott St, Warracknabeal VIC 3393, Australia",0.0,WARRACKNABEAL
Cafe Peppercorn,"122 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Jim's Cafe & Take Away,"88 Scott St, Warracknabeal VIC 3393, Australia",4.3,WARRACKNABEAL
Down Town Takeaway,"77 Scott St, Warracknabeal VIC 3393, Australia",4.0,WARRACKNABEAL
MKS Warracknabeal Kebab & Pizza,"167 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Bottlemart Express - Warracknabeal Hotel,"44 Scott St, Warracknabeal VIC 3393, Australia",3.0,WARRACKNABEAL
Warrack Hot Bread,"94 Scott St, Warracknabeal VIC 3393, Australia",3.6,WARRACKNABEAL
