City,Council
CundareNorth(3251),ColacOtwayS
CundareNorth(3251),CorangamiteS
CurdieVale(3268),CorangamiteS
CurdieVale(3268),MoyneS
CurdiesRiver(3268),CorangamiteS
Curlewis(3222),GreaterGeelongC
Curyo(3483),BulokeS
DadswellsBridge(3385),HorshamRC
DadswellsBridge(3385),NthnGrampiansS
DaisyHill(3465),CentralGoldfieldsS
DalesCreek(3341),MooraboolS
Dallas(3047),HumeC
Dalmore(3981),CardiniaS
DaltonsBridge(3568),GannawarraS
Dalyenong(-),NorthernGrampiansS
Dalyston(3992),BassCoastS
Dandenong(3175),GreaterDandenongC
DandenongNorth(3175),GrDandenongC
DandenongSouth(3164),GrDandenongC
Dandongadale(3737),AlpineS
Dargo(3862),AlpineS
Dargo(3862),WellingtonS
Darkbonee(3478),NorthernGrampiansS
Darley(3340),MooraboolS
Darlimurla(3871),LatrobeC
Darlimurla(3871),SouthGippslandS
Darlington(3271),CorangamiteS
Darlington(3271),MoyneS
Darnum(3822),BawBawS
DarraweitGuim(3756),MacedonRangesS
Darriman(3851),WellingtonS
Dartmoor(3304),GlenelgS
Dartmouth(3701),EastGippslandS
Dartmouth(3701),TowongS
Dawson(3858),WellingtonS
Daylesford(3460),HepburnS
Dean(3352),HepburnS
DeansMarsh(3235),SurfCoastS
DeddickValley(3888),EastGippslandS
Dederang(3691),AlpineS
DeepLead(3381),NorthernGrampiansS
DeerPark(3023),BrimbankC
Delacombe(3356),BallaratC
Delahey(3037),BrimbankC
Delatite(3723),MansfieldS
Delburn(3871),BawBawS
Delburn(3871),LatrobeC
Delburn(3871),SouthGippslandS
DelegateRiverEast(3888),EastGippslandS
Dellicknora(3888),EastGippslandS
Dendy(3186),BaysideC
DenicullCreek(3377),AraratRC
Denison(3858),WellingtonS
Dennington(3280),MoyneS
Dennington(3280),WarrnamboolC
Denver(3461),HepburnS
Denver(3461),MacedonRangesS
Deptford(3875),EastGippslandS
Derby(3516),LoddonS
Dereel(3352),GoldenPlainsS
Dergholm(3312),GlenelgS
Dergholm(3312),WestWimmeraS
Derrimut(3030),BrimbankC
Derrinal(3523),GreaterBendigoC
Derrinallum(3325),CorangamiteS
Devenish(3726),BenallaRC
DevilsRiver(3714),MurrindindiS
DevonMeadows(3977),CaseyC
DevonNorth(3971),WellingtonS
Dewhurst(3808),CardiniaS
Dhurringile(3610),GreaterSheppartonC
DiamondCreek(3089),NillumbikS
DiamondHill(3550),GreaterBendigoC
Digby(3309),GlenelgS
DiggersRest(3427),HumeC
DiggersRest(3427),MeltonS
Diggora(3561),CampaspeS
Dimboola(3414),HindmarshS
Dingee(3571),CampaspeS
Dingee(3571),LoddonS
DingleyVillage(3172),KingstonC
Dingwall(3579),GannawarraS
DinnerPlain(3898),AlpineS
Dixie(3265),CorangamiteS
DixonsCreek(3775),YarraRangesS
Dobie(3377),AraratRC
Docker(3678),WangarattaRC
DockersPlains(3678),WangarattaRC
Docklands(3008),MelbourneC
DoctorsFlat(3895),EastGippslandS
Dollar(3871),SouthGippslandS
DonValley(3139),YarraRangesS
Donald(3480),BulokeS
Doncaster(3108),ManninghamC
DoncasterEast(3109),ManninghamC
Donnybrook(3064),WhittleseaC
Donvale(3111),ManninghamC
Dooboobetic(3478),BulokeS
Dooen(3401),HorshamRC
Dookie(3646),GreaterSheppartonC
DookieCollege(3647),GreaterSheppartonC
Doreen(3754),NillumbikS
Doreen(3754),WhittleseaC
Dorodong(3312),WestWimmeraS
DoubleBridges(3893),EastGippslandS
Douglas(3409),HorshamRC
Douglas(3409),WestWimmeraS
Doveton(3177),CaseyC
Dreeite(3249),ColacOtwayS
Dreeite(3249),CorangamiteS
DreeiteSouth(3249),ColacOtwayS
DreeiteSouth(3249),CorangamiteS
Driffield(3840),BawBawS
Driffield(3840),LatrobeC
DrikDrik(3304),GlenelgS
Dromana(3936),MorningtonPeninsulaS
Dropmore(3660),MurrindindiS
Drouin(3818),BawBawS
DrouinEast(3818),BawBawS
DrouinSouth(3818),BawBawS
DrouinWest(3818),BawBawS
Drumanure(3636),MoiraS
Drumborg(3304),GlenelgS
Drumcondra(3215),GreaterGeelongC
Drummartin(3570),CampaspeS
Drummartin(3570),GreaterBendigoC
Drummond(3461),HepburnS
Drummond(3461),MacedonRangesS
DrummondNorth(3446),HepburnS
DrummondNorth(3446),MacedonRangesS
DrummondNorth(3446),MtAlexanderS
Drung(3401),HorshamRC
DryDiggings(3461),HepburnS
Drysdale(3222),GreaterGeelongC
Duchembegarra(3409),HorshamRC
DudleySouth(3995),BassCoastS
Dumbalk(3956),SouthGippslandS
DumbalkNorth(3956),SouthGippslandS
Dumosa(3527),BulokeS
Dunach(3371),CentralGoldfieldsS
Dunach(3371),HepburnS
Dundonnell(3271),MoyneS
Dunearn(3175),GreaterDandenongC
Dunkeld(3294),AraratRC
Dunkeld(3294),SouthernGrampiansS
Dunkirk(3630),GreaterSheppartonC
Dunluce(3472),CentralGoldfieldsS
Dunneworthy(3377),AraratRC
Dunneworthy(3377),NthnGrampiansS
Dunnstown(3352),MooraboolS
Dunolly(3472),CentralGoldfieldsS
Dunolly(3472),LoddonS
Dunrobin(3312),GlenelgS
Durdidwarrah(3342),GoldenPlainsS
DurhamLead(3352),BallaratC
DurhamLead(3352),GoldenPlainsS
DurhamLead(3352),MooraboolS
DurhamOx(3576),LoddonS
Dutson(3851),WellingtonS
DutsonDowns(3851),WellingtonS
DuttonWay(3305),GlenelgS
Duverney(3323),CorangamiteS
Dysart(3660),MitchellS
EaglePoint(3878),EastGippslandS
Eaglehawk(3556),GreaterBendigoC
EaglehawkNorth(3556),GrBendigoC
Eaglemont(3084),BanyuleC
Earlston(3669),StrathbogieS
EastMelbourne(3002),MelbourneC
EasternView(3231),SurfCoastS
Eastville(3463),LoddonS
Eastville(3463),MountAlexanderS
Ebden(3691),WodongaRC
Echuca(3564),CampaspeS
EchucaVillage(3564),CampaspeS
EchucaWest(3564),CampaspeS
EcklinSouth(3265),CorangamiteS
EcklinSouth(3265),MoyneS
Eddington(3472),CentralGoldfieldsS
Eddington(3472),LoddonS
Eddington(3472),MountAlexanderS
EdenPark(3757),WhittleseaC
Edenhope(3318),WestWimmeraS
Edgecombe(3444),MacedonRangesS
Edi(3678),WangarattaRC
EdiUpper(3678),WangarattaRC
Edithvale(3196),KingstonC
Eganstown(3461),HepburnS
Eildon(3713),MansfieldS
Eildon(3713),MurrindindiS
Elaine(3334),MooraboolS
Elberton(3478),NorthernGrampiansS
Eldorado(3746),WangarattaRC
ElevatedPlains(3461),HepburnS
Elingamite(3266),CorangamiteS
ElingamiteNorth(3266),CorangamiteS
Ellaswood(3875),EastGippslandS
Ellerslie(3265),MoyneS
Elliminyt(3250),ColacOtwayS
Ellinbank(3821),BawBawS
Elmhurst(3469),AraratRC
Elmhurst(3469),PyreneesS
Elmore(3558),CampaspeS
Elmore(3558),GreaterBendigoC
Elphinstone(3448),MountAlexanderS
Elsternwick(3185),GlenEiraC
Eltham(3095),BanyuleC
Eltham(3095),NillumbikS
ElthamNorth(3095),BanyuleC
ElthamNorth(3095),NillumbikS
Elwood(3184),PortPhillipC
Emerald(3782),CardiniaS
Emerald(3782),YarraRangesS
Emu(3475),CentralGoldfieldsS
Emu(3475),LoddonS
Emu(3475),NorthernGrampiansS
EmuCreek(3551),GreaterBendigoC
EmuFlat(3522),MitchellS
EndeavourHills(3802),CaseyC
Enfield(3352),GoldenPlainsS
Englefield(3407),SouthernGrampiansS
Ensay(3895),EastGippslandS
EnsayNorth(3895),EastGippslandS
Eppalock(3551),GreaterBendigoC
Epping(3076),WhittleseaC
Epsom(3551),GreaterBendigoC
Ercildoune(3352),BallaratC
Ercildoune(3352),PyreneesS
Erica(3825),BawBawS
Erinunderra(3889),EastGippslandS
Eskdale(3701),TowongS
Esmond(3730),MoiraS
Essendon(3040),MooneeValleyC
EssendonNorth(3041),MooneeValleyC
EssendonWest(3040),MooneeValleyC
Eumemmerring(3177),CaseyC
Eurack(3251),ColacOtwayS
Eureka(3350),BallaratC
Euroa(3666),StrathbogieS
Eurobin(3739),AlpineS
Evansford(3371),HepburnS
Evansford(3371),PyreneesS
Eversley(3377),AraratRC
Eversley(3377),PyreneesS
Everton(3678),WangarattaRC
EvertonUpper(3678),WangarattaRC
Exford(3338),MeltonS
Eynesbury(3338),MeltonS
Eynesbury(3338),WyndhamC
Fairbank(3951),SouthGippslandS
Fairfield(3078),DarebinC
Fairfield(3078),YarraC
Fairhaven(3231),SurfCoastS
Fairley(3579),GannawarraS
FairyDell(3561),CampaspeS
FairyDell(3875),EastGippslandS
FallsCreek(3699),AlpineS
Faraday(3451),MountAlexanderS
Fawcett(3714),MurrindindiS
Fawkner(3060),HumeC
Fawkner(3060),MorelandC
FentonsCreek(3518),LoddonS
Ferguson(3237),ColacOtwayS
FernHill(3458),HepburnS
FernHill(3458),MacedonRangesS
Fernbank(3864),EastGippslandS
Fernbank(3864),WellingtonS
Ferndale(3821),BawBawS
Fernihurst(3518),LoddonS
Fernshaw(3778),YarraRangesS
FerntreeGully(3156),KnoxC
FernyCreek(3786),YarraRangesS
FieryFlat(3520),LoddonS
Fingal(3939),MorningtonPeninsulaS
FishCreek(3959),SouthGippslandS
FishPoint(3585),SwanHillRC
Fiskville(3342),MooraboolS
Fitzroy(3065),YarraC
FitzroyNorth(3068),MorelandC
FitzroyNorth(3068),YarraC
FlaggyCreek(3875),EastGippslandS
Flagstaff(3465),CentralGoldfieldsS
FlamingoBeach(3851),WellingtonS
Flemington(3031),MelbourneC
Flemington(3031),MooneeValleyC
Flinders(3929),MorningtonPeninsulaS
FloraHill(3550),GreaterBendigoC
Flowerdale(3658),MitchellS
Flowerdale(3717),MurrindindiS
Flynn(3844),LatrobeC
Flynn(3844),WellingtonS
FlynnsCreek(3844),LatrobeC
FlynnsCreek(3844),WellingtonS
Footscray(3011),MaribyrnongC
FootscrayWest(3012),MaribyrnongC
Forbes(3764),MitchellS
ForestHill(3131),WhitehorseC
ForgeCreek(3875),EastGippslandS
Forrest(3236),ColacOtwayS
Foster(3960),SouthGippslandS
FosterNorth(3960),SouthGippslandS
Fosterville(3557),GreaterBendigoC
FountainGate(3805),CaseyC
Foxhow(3323),CorangamiteS
Framlingham(3265),MoyneS
FramlinghamEast(3265),MoyneS
Franklinford(3461),HepburnS
Franklinford(3461),MountAlexanderS
Frankston(3199),FrankstonC
FrankstonNorth(3200),FrankstonC
FrankstonSouth(3199),FrankstonC
Freeburgh(3741),AlpineS
Frenchmans(3384),PyreneesS
FreshwaterCreek(3216),SurfCoastS
Fryerstown(3451),MountAlexanderS
Fulham(3851),WellingtonS
Fumina(3825),BawBawS
FuminaSouth(3825),BawBawS
FyansCreek(3381),NorthernGrampiansS
Fyansford(3221),GreaterGeelongC
GaffneysCreek(3723),MansfieldS
Gainsborough(3822),BawBawS
Gannawarra(3568),GannawarraS
Gapsted(3737),AlpineS
GardenCity(3207),PortPhillipC
Gardenvale(3185),GlenEiraC
Garfield(3814),CardiniaS
GarfieldNorth(3814),CardiniaS
Garibaldi(3352),GoldenPlainsS
Garvoc(3265),CorangamiteS
Garvoc(3265),MoyneS
GatewayIsland(3691),WodongaRC
Gatum(3407),SouthernGrampiansS
Gazette(3289),MoyneS
Gazette(3289),SouthernGrampiansS
Geelong(3220),GreaterGeelongC
GeelongEast(3219),GreaterGeelongC
GeelongNorth(3215),GreaterGeelongC
GeelongSouth(3220),GreaterGeelongC
GeelongWest(3218),GreaterGeelongC
Gelantipy(3885),EastGippslandS
Gellibrand(3239),ColacOtwayS
GellibrandLower(3237),ColacOtwayS
GellibrandLower(3237),CorangamiteS
Gelliondale(3971),WellingtonS
Gembrook(3783),CardiniaS
Genoa(3891),EastGippslandS
GentleAnnie(3833),BawBawS
GeorgesCreek(3700),TowongS
Gerahmin(3546),SwanHillRC
GerangGerung(3418),HindmarshS
Gerangamete(3243),ColacOtwayS
Germania(3381),NorthernGrampiansS
Germantown(3741),AlpineS
Gerrigerrup(3289),MoyneS
Gherang(3240),SurfCoastS
Gheringhap(3331),GoldenPlainsS
GhinGhin(3717),MurrindindiS
Giffard(3851),WellingtonS
GiffardWest(3851),WellingtonS
GilGil(3480),BulokeS
Gilderoy(3797),YarraRangesS
Gillieston(3616),GreaterSheppartonC
Gillum(3858),WellingtonS
GipsyPoint(3891),EastGippslandS
Girgarre(3624),CampaspeS
GirgarreEast(3616),GreaterSheppartonC
Gisborne(3437),MacedonRangesS
GisborneSouth(3437),MacedonRangesS
Gladfield(3575),LoddonS
GladstonePark(3043),HumeC
Gladysdale(3797),YarraRangesS
GlenAlvie(3979),BassCoastS
GlenCreek(3691),AlpineS
GlenFalloch(3858),WellingtonS
GlenForbes(3990),BassCoastS
GlenHuntly(3163),GlenEiraC
GlenIris(3146),BoroondaraC
GlenIris(3146),StonningtonC
GlenPark(3352),BallaratC
GlenPark(3352),MooraboolS
GlenValley(3898),EastGippslandS
GlenWaverely(3150),MonashC
GlenWills(3898),EastGippslandS
Glenaire(3238),ColacOtwayS
Glenaladale(3864),EastGippslandS
Glenalbyn(3517),LoddonS
Glenaroua(3764),MitchellS
Glenbrae(3352),PyreneesS
Glenburn(3717),MurrindindiS
Glendaruel(3363),BallaratC
Glendonnel(3364),BallaratC
GlenferrieSouth(3122),BoroondaraC
Glenfyne(3266),CorangamiteS
Glengara(3020),BrimbankC
Glengarry(3854),LatrobeC
Glengarry(3854),WellingtonS
GlengarryNorth(3854),BawBawS
GlengarryNorth(3854),LatrobeC
GlengarryWest(3854),LatrobeC
Glengower(3370),CentralGoldfieldsS
Glengower(3370),HepburnS
Glenhope(3444),MacedonRangesS
Glenhope(3444),MitchellS
GlenhopeEast(3444),MitchellS
Glenisla(3314),NorthernGrampiansS
Glenisla(3314),SouthernGrampiansS
Glenlee(3418),HindmarshS
Glenlofty(3469),PyreneesS
Glenlogie(3469),AraratRC
Glenlogie(3469),PyreneesS
Glenloth(3527),BulokeS
GlenlothEast(3527),BulokeS
GlenlothEast(3527),LoddonS
Glenluce(3451),MountAlexanderS
Glenlyon(3461),HepburnS
Glenmaggie(3858),WellingtonS
Glenmore(3340),MooraboolS
Glenorchy(3385),NorthernGrampiansS
GlenormistonNorth(3265),CorangamiteS
GlenormistonNorth(3265),MoyneS
GlenormistonSouth(3265),CorangamiteS
Glenpatrick(3469),PyreneesS
Glenrowan(3675),BenallaRC
Glenrowan(3675),WangarattaRC
GlenrowanWest(3675),BenallaRC
Glenroy(3046),MorelandC
Glenthompson(3293),AraratRC
Glenthompson(3293),SthnGrampiansS
GlomarBeach(3851),WellingtonS
Gnarwarre(3221),SurfCoastS
Gnotuk(3260),CorangamiteS
Gobur(3719),MurrindindiS
GoldenBeach(3851),WellingtonS
GoldenGully(3555),GreaterBendigoC
GoldenPoint(3350),BallaratC
GoldenPoint(3465),CentralGoldfieldsS
GoldenPoint(3451),MountAlexanderS
GoldenSquare(3555),GreaterBendigoC
Goldie(3435),MacedonRangesS
Goldsborough(3472),CentralGoldfieldsS
Goldsborough(3472),LoddonS
GongGong(3352),BallaratC
GonnCrossing(3579),GannawarraS
Goomalibee(3673),BenallaRC
GoonNure(3875),EastGippslandS
Goongerah(3888),EastGippslandS
Gooram(3666),MurrindindiS
Gooram(3666),StrathbogieS
Gooramadda(3685),IndigoS
Goorambat(3725),BenallaRC
Goornong(3557),GreaterBendigoC
Gooroc(3478),NorthernGrampiansS
Gorae(3305),GlenelgS
GoraeWest(3305),GlenelgS
Gordon(3345),MooraboolS
Gormandale(3873),WellingtonS
Goroke(3412),WestWimmeraS
Goschen(3585),SwanHillRC
GoughsBay(3723),MansfieldS
GoulburnWeir(3608),StrathbogieS
Gowanbrae(3043),MorelandC
Gowanford(3544),SwanHillRC
Gowangardie(3669),GreaterSheppartonC
GowarEast(3478),LoddonS
GowarEast(3478),NorthernGrampiansS
Gower(3451),MountAlexanderS
Grahamvale(3631),GreaterSheppartonC
Grampians(3314),SouthernGrampiansS
GrandRidge(3870),LatrobeC
GrandRidge(3870),WellingtonS
GraniteFlat(3525),BulokeS
GraniteRock(3875),EastGippslandS
Grantville(3984),BassCoastS
Granya(3701),TowongS
GrassFlat(3409),HorshamRC
GrassFlat(3409),WestWimmeraS
Grassdale(3302),GlenelgS
Grassmere(3281),MoyneS
GraysBridge(3381),NorthernGrampiansS
Graytown(3608),StrathbogieS
GreGre(3478),NorthernGrampiansS
GreGreNorth(3478),NthnGrampiansS
GreGreSouth(3478),NthnGrampiansS
GreatNorthern(3685),IndigoS
GreatWestern(3377),AraratRC
GreatWestern(3377),NthnGrampiansS
Gredgwin(3537),GannawarraS
Gredgwin(3537),LoddonS
GreenGully(3462),MountAlexanderS
GreenLake(3401),HorshamRC
Greendale(3341),MooraboolS
Greenhill(3444),MacedonRangesS
Greenhill(3444),MountAlexanderS
GreenlandDam(3401),HorshamRC
Greenmount(3971),WellingtonS
GreensCreek(3381),NthnGrampiansS
Greensborough(3088),BanyuleC
Greensborough(3088),NillumbikS
Greenvale(3059),HumeC
Greenwald(3304),GlenelgS
Grenville(3352),GoldenPlainsS
Grenville(3357),MooraboolS
Greta(3675),WangarattaRC
GretaSouth(3675),WangarattaRC
GretaWest(3675),BenallaRC
GretaWest(3675),WangarattaRC
GreyRiver(3221),ColacOtwayS
Greythorn(3104),BoroondaraC
Gringegalgona(3315),SthnGrampiansS
Gritjurk(3315),SouthernGrampiansS
Grovedale(3216),GreaterGeelongC
Gruyere(3770),YarraRangesS
Guildford(3451),HepburnS
Guildford(3451),MountAlexanderS
Gunbower(3566),CampaspeS
Gundowring(3691),AlpineS
Gundowring(3691),IndigoS
Gunyah(3960),SouthGippslandS
GuysForest(3709),TowongS
GuysHill(3807),CardiniaS
Gymbowen(3401),WestWimmeraS
Haddon(3351),GoldenPlainsS
Hadfield(3046),MorelandC
Hallam(3803),CaseyC
Hallora(3818),BawBawS
HallsGap(3381),AraratRC
HallsGap(3381),NorthernGrampiansS
Hallston(3953),BawBawS
Hallston(3953),SouthGippslandS
Hamilton(3300),SouthernGrampiansS
HamlynHeights(3215),GreaterGeelongC
Hampton(3188),BaysideC
HamptonEast(3188),BaysideC
HamptonPark(3976),CaseyC
HangingRock(3442),MacedonRangesS
Hansonville(3675),WangarattaRC
HappyValley(3360),GoldenPlainsS
HappyValley(3549),SwanHillRC
Harcourt(3453),MountAlexanderS
HarcourtNorth(3453),GreaterBendigoC
HarcourtNorth(3453),MountAlexanderS
Harkaway(3806),CaseyC
HarmersHaven(3995),BassCoastS
Harrietville(3741),AlpineS
Harrow(3317),SouthernGrampiansS
Harrow(3317),WestWimmeraS
Harston(3616),CampaspeS
Harston(3616),GreaterSheppartonC
Hartwell(3124),BoroondaraC
Hastings(3915),MorningtonPeninsulaS
Hattah(3501),MilduraRC
Havelock(3465),CentralGoldfieldsS
Haven(3401),HorshamRC
Havilah(3737),AlpineS
Hawkesdale(3287),MoyneS
Hawkhurst(3862),WellingtonS
Hawksburn(3142),StonningtonC
Hawthorn(3122),BoroondaraC
HawthornEast(3123),BoroondaraC
HaydensBog(3888),EastGippslandS
HazelPark(3966),SouthGippslandS
Hazeldene(3658),MurrindindiS
Hazelwood(3840),LatrobeC
HazelwoodNorth(3840),LatrobeC
HazelwoodSouth(3840),LatrobeC
Healesville(3777),YarraRangesS
HeathHill(3981),BawBawS
HeathHill(3981),CardiniaS
Heathcote(3523),GreaterBendigoC
HeathcoteJunction(3758),MitchellS
HeathcoteSouth(3523),MitchellS
Heatherton(3202),KingstonC
Heathmere(3305),GlenelgS
Heathmont(3135),MaroondahC
Hedley(3967),SouthGippslandS
Hedley(3967),WellingtonS
Heidelberg(3084),BanyuleC
HeidelbergHeights(3081),BanyuleC
HeidelbergWest(3081),BanyuleC
HensleyPark(3301),SthnGrampiansS
Henty(3312),GlenelgS
Hepburn(3461),HepburnS
HepburnSprings(3461),HepburnS
HerneHill(3218),GreaterGeelongC
HernesOak(3825),BawBawS
HernesOak(3825),LatrobeC
Hesket(3442),MacedonRangesS
Hesse(3321),GoldenPlainsS
Hexham(3273),MoyneS
Heyfield(3858),WellingtonS
HeytesburyLower(3268),CorangamiteS
HeytesburyLower(3268),MoyneS
Heywood(3304),GlenelgS
Hiamdale(3847),WellingtonS
Hiawatha(3971),WellingtonS
HighCamp(3764),MitchellS
Highett(3190),BaysideC
Highett(3190),KingstonC
Highlands(3660),MitchellS
Highlands(3660),MurrindindiS
Highton(3216),GreaterGeelongC
Hilgay(3315),SouthernGrampiansS
HillEnd(3825),BawBawS
Hillcrest(3351),PyreneesS
Hilldene(3662),MitchellS
Hillside(3875),BrimbankC
Hillside(3875),EastGippslandS
Hillside(3037),MeltonS
Hinnomunjie(3898),EastGippslandS
HMASCerberus(3920),MorningtonPenS
Hoddle(3959),SouthGippslandS
HoddlesCreek(3139),YarraRangesS
HollandsLanding(3862),EastGippslandS
HollandsLanding(3862),WellingtonS
Holmesglen(3148),StonningtonC
Homebush(3465),PyreneesS
Homerton(3304),GlenelgS
Homewood(3717),MurrindindiS
Hopetoun(3396),YarriambiackS
HopetounGardens(3162),GlenEiraC
HopetounPark(3340),MooraboolS
Hopevale(3396),YarriambiackS
HoppersCrossing(3029),WyndhamC
HordenVale(3238),ColacOtwayS
Horfield(3567),GannawarraS
Horfield(3567),LoddonS
Horsham(3400),HorshamRC
HothamHeights(3741),AlpineS
HothamHill(3051),MelbourneC
Hotspur(3303),GlenelgS
Houston(3128),WhitehorseC
HowesCreek(3723),MansfieldS
HowittPlains(3858),MansfieldS
HowittPlains(3858),WellingtonS
Howqua(3723),MansfieldS
HowquaHills(3723),MansfieldS
HowquaInlet(3723),MansfieldS
HowquaPlains(3722),MansfieldS
Hughesdale(3166),MonashC
HumeWeir(3691),WodongaRC
Humevale(3757),WhittleseaC
Hunter(3558),GreaterBendigoC
Hunterston(3971),WellingtonS
Huntingdale(3166),MonashC
Huntly(3551),GreaterBendigoC
HuntlyNorth(3551),GreaterBendigoC
Huon(3695),IndigoS
Huon(3695),TowongS
HuonCreek(3691),WodongaRC
Hurstbridge(3099),NillumbikS
IcyCreek(3833),BawBawS
IguanaCreek(3875),EastGippslandS
Illabarook(3351),GoldenPlainsS
Illawarra(3381),NorthernGrampiansS
Illowa(3282),MoyneS
Illowa(3282),WarrnamboolC
IndentedHead(3223),GreaterGeelongC
Indigo(3683),IndigoS
IndigoValley(3688),IndigoS
Inglewood(3517),LoddonS
Ingliston(3342),MooraboolS
Inkerman(3472),CentralGoldfieldsS
Inkerman(3472),LoddonS
Invergordon(3636),MoiraS
InvergordonSouth(3634),GreaterSheppartonC
Inverleigh(3321),GoldenPlainsS
Inverleigh(3321),SurfCoastS
Inverloch(3996),BassCoastS
Inverloch(3996),SouthGippslandS
Invermay(3352),BallaratC
Invermay(3352),HepburnS
InvermayPark(3350),BallaratC
Iona(3815),CardiniaS
Iraak(3494),MilduraRC
Irishtown(3451),MountAlexanderS
Ironbark(3550),GreaterBendigoC
Irrewarra(3249),ColacOtwayS
Irrewillipe(3249),ColacOtwayS
IrrewillipeWest(3249),ColacOtwayS
Irymple(3498),MilduraRC
Ivanhoe(3079),BanyuleC
IvanhoeEast(3079),BanyuleC
--J--,
Jacana(3047),HumeC
JackRiver(3971),WellingtonS
JackassFlat(3556),GreaterBendigoC
JacobCreek(3825),BawBawS
JamJerrup(3984),BassCoastS
Jamieson(3723),MansfieldS
JanJuc(3228),SurfCoastS
Jancourt(3266),CorangamiteS
JancourtEast(3266),ColacOtwayS
JancourtEast(3266),CorangamiteS
Jarklin(3517),LoddonS
Jarrahmond(3888),EastGippslandS
JarvisCreek(3700),TowongS
Jeeralang(3840),LatrobeC
JeeralangJunction(3840),LatrobeC
Jeetho(3945),SouthGippslandS
Jeffcott(3480),BulokeS
JeffcottNorth(3480),BulokeS
Jeparit(3423),HindmarshS
Jericho(3825),BawBawS
Jeruk(3527),BulokeS
JilJil(3483),BulokeS
Jilpanger(3409),HorshamRC
Jindivick(3818),BawBawS
JoelJoel(3381),NorthernGrampiansS
JoelSouth(3381),NorthernGrampiansS
Johanna(3238),ColacOtwayS
Johnsonville(3902),EastGippslandS
JohnstonesHill(3870),WellingtonS
JoycesCreek(3462),CentralGoldfieldsS
JoycesCreek(3462),MountAlexanderS
Jumbuk(3869),LatrobeC
Jumbunna(3951),SouthGippslandS
JunctionVillage(3977),CaseyC
Jung(3401),HorshamRC
Jung(3401),YarriambiackS
Jungaburra(3575),LoddonS
Junortoun(3551),GreaterBendigoC
Kaarimba(3635),MoiraS
Kadnook(3318),WestWimmeraS
Kalimna(3909),EastGippslandS
KalimnaWest(3909),EastGippslandS
Kalkallo(3064),HumeC
Kalkee(3401),HorshamRC
Kallista(3791),YarraRangesS
Kalorama(3766),YarraRangesS
Kalpienung(3529),BulokeS
Kamarooka(3570),GreaterBendigoC
Kamarooka(3570),LoddonS
KamarookaNorth(3571),LoddonS
Kanagulk(3401),HorshamRC
Kancoona(3691),AlpineS
KangarooFlat(3555),GreaterBendigoC
KangarooGround(3097),NillumbikS
KangarooLake(3581),GannawarraS
Kaniva(3419),HindmarshS
Kaniva(3419),WestWimmeraS
Kanumbra(3719),MansfieldS
Kanumbra(3719),MurrindindiS
Kanya(3381),NorthernGrampiansS
Kanyapella(3564),CampaspeS
Karabeal(3294),SouthernGrampiansS
Kardella(3951),SouthGippslandS
KardellaSouth(3950),SouthGippslandS
Kariah(3260),CorangamiteS
Karingal(3199),FrankstonC
Karnak(3401),WestWimmeraS
Karramomus(3631),GreaterSheppartonC
Karyrie(3483),BulokeS
Katamatite(3649),MoiraS
KatamatiteEast(3649),MoiraS
Katandra(3634),GreaterSheppartonC
KatandraWest(3634),GreaterSheppartonC
Katunga(3640),MoiraS
Kawarren(3249),ColacOtwayS
Kealba(3021),BrimbankC
Keely(3568),GannawarraS
Keilor(3036),BrimbankC
Keilor(3036),HumeC
KeilorDowns(3038),BrimbankC
KeilorEast(3033),BrimbankC
KeilorEast(3033),MooneeValleyC
KeilorLodge(3038),BrimbankC
KeilorNorth(3036),BrimbankC
KeilorPark(3042),BrimbankC
Kellalac(3393),YarriambiackS
KelvinView(3666),StrathbogieS
Kenley(3597),SwanHillRC
Kenmare(3395),HindmarshS
KennedysCreek(3239),ColacOtwayS
KennedysCreek(3239),CorangamiteS
KennettRiver(3221),ColacOtwayS
Kennington(3550),GreaterBendigoC
Kensington(3031),MelbourneC
Kensington(3031),MooneeValleyC
KeonPark(3073),DarebinC
Kerang(3579),GannawarraS
KerangEast(3579),GannawarraS
Kergunyah(3691),IndigoS
KergunyahSouth(3691),AlpineS
Kernot(3979),BassCoastS
Kerrie(3434),MacedonRangesS
Kerrimuir(3129),WhitehorseC
Kerrisdale(3660),MurrindindiS
Kevington(3723),MansfieldS
Kew(3101),BoroondaraC
KewEast(3102),BoroondaraC
Kewell(3390),HorshamRC
Kewell(3390),YarriambiackS
Keysborough(3173),GreaterDandenongC
Kialla(3631),GreaterSheppartonC
KiallaEast(3631),GreaterSheppartonC
KiallaWest(3631),GreaterSheppartonC
Kiata(3418),HindmarshS
Kiewa(3691),IndigoS
Kilcunda(3995),BassCoastS
Killara(3691),GlenelgS
Killara(3691),WodongaRC
Killarney(3283),MoyneS
Killawarra(3678),WangarattaRC
Killingworth(3717),MurrindindiS
Kilmany(3851),WellingtonS
Kilmore(3764),MitchellS
KilmoreEast(3764),MitchellS
Kilsyth(3137),MaroondahC
Kilsyth(3137),YarraRangesS
KilsythSouth(3137),MaroondahC
Kimbolton(3551),GreaterBendigoC
KingValley(3678),WangarattaRC
Kinglake(3763),MurrindindiS
Kinglake(3763),NillumbikS
KinglakeCentral(3757),MurrindindiS
KinglakeCentral(3757),NillumbikS
KinglakeWest(3757),MurrindindiS
