Historical Hotel,City,,,,,,,,,,
Bricklayers Arms,BALLARAT,,,,,,,,,,
Burra Burra,BALLARAT,,,,,,,,,,
Canarvon,BALLARAT,,,,,,,,,,
Carbine,BALLARAT,,,,,,,,,,
Cornubian,BALLARAT,,,,,,,,,,
Cemetery,BALLARAT,,,,,,,,,,
Eastern Railway,BALLARAT,,,,,,,,,,
Eastern Station,BALLARAT,,,,,,,,,,
Grapes,BALLARAT,,,,,,,,,,
North Grant,BALLARAT,,,,,,,,,,
Old Kayser,BALLARAT,,,,,,,,,,
Ancient Briton,BALLARAT,,,,,,,,,,
Alexandra,BALLARAT,,,,,,,,,,
Australia Felix,BALLARAT,,,,,,,,,,
Argyle,BALLARAT,,,,,,,,,,
Australian Arms,BALLARAT,,,,,,,,,,
Brewery,BALLARAT,,,,,,,,,,
Bridge,BALLARAT,,,,,,,,,,
British North American,BALLARAT,,,,,,,,,,
British Queen,BALLARAT,,,,,,,,,,
Brown Hill,BALLARAT,,,,,,,,,,
Bucks Head,BALLARAT,,,,,,,,,,
Bull & Mouth,BALLARAT,,,,,,,,,,
Bunch of Grapes,BALLARAT,,,,,,,,,,
Caledonian,BALLARAT,,,,,,,,,,
Camerons Post Office Hill,BALLARAT,,,,,,,,,,
Carlyons,BALLARAT,,,,,,,,,,
City Brigade,BALLARAT,,,,,,,,,,
City of York,BALLARAT,,,,,,,,,,
Club,BALLARAT,,,,,,,,,,
Commonwealth,BALLARAT,,,,,,,,,,
Corner,BALLARAT,,,,,,,,,,
Cosmopolitan,BALLARAT,,,,,,,,,,
Craigs Royal,BALLARAT,,,,,,,,,,
Crown,BALLARAT,,,,,,,,,,
Devon & Cornwall,BALLARAT,,,,,,,,,,
Earl of Zetland,BALLARAT,,,,,,,,,,
Exchange,BALLARAT,,,,,,,,,,
Federal,BALLARAT,,,,,,,,,,
Gem,BALLARAT,,,,,,,,,,
George,BALLARAT,,,,,,,,,,
Globe,BALLARAT,,,,,,,,,,
Globe,BALLARAT,,,,,,,,,,
Golden City,BALLARAT,,,,,,,,,,
Grand,BALLARAT,,,,,,,,,,
Grand Stand,BALLARAT,,,,,,,,,,
Half-way House,BALLARAT,,,,,,,,,,
Havilah,BALLARAT,,,,,,,,,,
Horse Bazaar,BALLARAT,,,,,,,,,,
Imperial,BALLARAT,,,,,,,,,,
Lade of the Lake,BALLARAT,,,,,,,,,,
Lake View,BALLARAT,,,,,,,,,,
Lesters,BALLARAT,,,,,,,,,,
Limerick & Clare Castle,BALLARAT,,,,,,,,,,
Macks,BALLARAT,,,,,,,,,,
Mallow,BALLARAT,,,,,,,,,,
Military Arms,BALLARAT,,,,,,,,,,
Miners Support,BALLARAT,,,,,,,,,,
Munster Arms,BALLARAT,,,,,,,,,,
New Eglinton,BALLARAT,,,,,,,,,,
North Star,BALLARAT,,,,,,,,,,
Palace,BALLARAT,,,,,,,,,,
Park,BALLARAT,,,,,,,,,,
Phoenix,BALLARAT,,,,,,,,,,
Plough & Harrow,BALLARAT,,,,,,,,,,
Princess Royal,BALLARAT,,,,,,,,,,
Provincial,BALLARAT,,,,,,,,,,
Queens Head,BALLARAT,,,,,,,,,,
Railway,BALLARAT,,,,,,,,,,
Robin Hood,BALLARAT,,,,,,,,,,
Royal Don,BALLARAT,,,,,,,,,,
Royal Exchange,BALLARAT,,,,,,,,,,
Royal Oak,BALLARAT,,,,,,,,,,
Royal Standard,BALLARAT,,,,,,,,,,
Seven Stars,BALLARAT,,,,,,,,,,
Sir Wm Don,BALLARAT,,,,,,,,,,
Southern Cross,BALLARAT,,,,,,,,,,
Sovereign,BALLARAT,,,,,,,,,,
Surrey,BALLARAT,,,,,,,,,,
Tam OShanter,BALLARAT,,,,,,,,,,
Victoria,BALLARAT,,,,,,,,,,
Warrior,BALLARAT,,,,,,,,,,
Washington,BALLARAT,,,,,,,,,,
Western Ocean,BALLARAT,,,,,,,,,,
Wheatsheaf,BALLARAT,,,,,,,,,,
North Grenville,BALLARAT,,,,,,,,,,
Scottish,BALLARAT,,,,,,,,,,
Miners Arms,BALLARAT,,,,,,,,,,
Trial,BALLARAT,,,,,,,,,,
Toll Gate,BALLARAT,,,,,,,,,,
Farmers,BALLARAT,,,,,,,,,,
Baths,BALLARAT,,,,,,,,,,
Ballaguay,BALLARAT,,,,,,,,,,
Balligney,BALLARAT,,,,,,,,,,
Troopers Arms,BALLARAT,,,,,,,,,,
Crow,BALLARAT,,,,,,,,,,
Red Hill,BALLARAT,,,,,,,,,,
Baths Ballarat,BALLARAT,,,,,,,,,,
Victoria,BALLARAT,,,,,,,,,,
Eureka,BALLARAT,,,,,,,,,,
Arcade,BALLARAT,,,,,,,,,,
Turf Inn,BALLARAT,,,,,,,,,,
Turf Inn,BALLARAT,,,,,,,,,,
Continential,BALLARAT,,,,,,,,,,
Albion,BALLARAT,,,,,,,,,,
Stockade,BALLARAT,,,,,,,,,,
London,BALLARAT,,,,,,,,,,
New Eureka,BALLARAT,,,,,,,,,,
Golden Fleece,BALLARAT,,,,,,,,,,
Alhambra,BALLARAT,,,,,,,,,,
Coliseum,BALLARAT,,,,,,,,,,
Washington,BALLARAT,,,,,,,,,,
Sir Charles Hotham,BALLARAT,,,,,,,,,,
Washington,BALLARAT,,,,,,,,,,
Clarendon,BALLARAT,,,,,,,,,,
Old Swan,BALLARAT,,,,,,,,,,
Ebenezer Manse,BALLARAT,,,,,,,,,,
Elephant & Castle,BALLARAT,,,,,,,,,,
Clare,BALLARAT,,,,,,,,,,
Tannery,BALLARAT,,,,,,,,,,
Crown,BALLARAT,,,,,,,,,,
Criterion,BALLARAT,,,,,,,,,,
Village Inn,BALLARAT,,,,,,,,,,
Crow,BALLARAT,,,,,,,,,,
Swan,BALLARAT,,,,,,,,,,
Swan,BALLARAT,,,,,,,,,,
Boomerang,BALLARAT,,,,,,,,,,
Australian,BALLARAT,,,,,,,,,,
Tannery,BALLARAT,,,,,,,,,,
Ryans,BALLARAT,,,,,,,,,,
Tasmanian,BALLARAT,,,,,,,,,,
Swan,BALLARAT,,,,,,,,,,
Boulters British Stores,BALLARAT,,,,,,,,,,
Exchange,BALLARAT,,,,,,,,,,
Exchange,BALLARAT,,,,,,,,,,
Macks,BALLARAT,,,,,,,,,,
Scandinavian,BALLARAT,,,,,,,,,,
Horse Bazaar,BALLARAT,,,,,,,,,,
City of London,BALLARAT,,,,,,,,,,
Bruns,BALLARAT,,,,,,,,,,
Clarendon,BALLARAT,,,,,,,,,,
Golden Point,BALLARAT,,,,,,,,,,
Royal,BALLARAT,,,,,,,,,,
White Horse,BALLARAT,,,,,,,,,,
Edinburgh House,BALLARAT,,,,,,,,,,
Criterion,BALLARAT,,,,,,,,,,
Glasgow Arms,BALLARAT,,,,,,,,,,
Royal Charlotte,BALLARAT,,,,,,,,,,
Royal Charter,BALLARAT,,,,,,,,,,
Blue Jacket,BALLARAT,,,,,,,,,,
North Grant,BALLARAT,,,,,,,,,,
Red Hill,BALLARAT,,,,,,,,,,
Elephant & Castle,BALLARAT,,,,,,,,,,
British Queen,BALLARAT,,,,,,,,,,
Sportsmans Arms,BALLARAT,,,,,,,,,,
Fasserts,BALLARAT,,,,,,,,,,
White Hart,BALLARAT,,,,,,,,,,
Charlie Napier,BALLARAT,,,,,,,,,,
Saracens Head,BALLARAT,,,,,,,,,,
Wheatsheaf Inn,BALLARAT,,,,,,,,,,
Harp of Erin,BALLARAT,,,,,,,,,,
Boomerang,BALLARAT,,,,,,,,,,
Horse Bazaar,BALLARAT,,,,,,,,,,
Red Lion,BALLARAT,,,,,,,,,,
Royal Oak,BALLARAT,,,,,,,,,,
George,BALLARAT,,,,,,,,,,
Prince of Wales,BALLARAT,,,,,,,,,,
Montezuma,BALLARAT,,,,,,,,,,
Star,BALLARAT,,,,,,,,,,
Clare,BALLARAT,,,,,,,,,,
Australia Felix,BALLARAT,,,,,,,,,,
Old Kayser,BALLARAT,,,,,,,,,,
Duke of York,BALLARAT,,,,,,,,,,
Canadian,BALLARAT,,,,,,,,,,
Robin Hood,BALLARAT,,,,,,,,,,
Adelphi,BALLARAT,,,,,,,,,,
Free Trade,BALLARAT,,,,,,,,,,
Montezuma,BALLARAT,,,,,,,,,,
Bridge,BALLARAT,,,,,,,,,,
Bridge Inn,BALLARAT,,,,,,,,,,
Eglington,BALLARAT,,,,,,,,,,
Bakery Hill,BALLARAT,,,,,,,,,,
Tam OShanter,BALLARAT,,,,,,,,,,
Glasgow Arms,BALLARAT,,,,,,,,,,
Ballarat Cricket Ground,BALLARAT,,,,,,,,,,
United States,BALLARAT,,,,,,,,,,
Grapes,BALLARAT,,,,,,,,,,
Great Britain,BALLARAT,,,,,,,,,,
Union,BALLARAT,,,,,,,,,,
Swamp,BALLARAT,,,,,,,,,,
Coachmans Arms,BALLARAT,,,,,,,,,,
Council Chambers,BALLARAT,,,,,,,,,,
Victoria,BALLARAT,,,,,,,,,,
John OGroat,BALLARAT,,,,,,,,,,
White Swan,BALLARAT,,,,,,,,,,
Duchess of Kent,BALLARAT,,,,,,,,,,
Red House,BALLARAT,,,,,,,,,,
Mount Rowan,BALLARAT,,,,,,,,,,
John OGroat,BALLARAT,,,,,,,,,,
Canadian,BALLARAT,,,,,,,,,,
Royal Charlotte,BALLARAT,,,,,,,,,,
Royal Charter,BALLARAT,,,,,,,,,,
Golden Age,BALLARAT,,,,,,,,,,
Golden Lion,BALLARAT,,,,,,,,,,
Agric Implements,BALLARAT,,,,,,,,,,
Shakespeare,BALLARAT,,,,,,,,,,
North Grant,BALLARAT,,,,,,,,,,
United States,BALLARAT,,,,,,,,,,
Union,BALLARAT,,,,,,,,,,
Stewarts Family,BALLARAT,,,,,,,,,,
Miners Right,BALLARAT,,,,,,,,,,
Hermits Cave,BALLARAT,,,,,,,,,,
Unicorn,BALLARAT,,,,,,,,,,
Rose of Australia,BALLARAT,,,,,,,,,,
Yarrowee,BALLARAT,,,,,,,,,,
Fountain Head,BALLARAT,,,,,,,,,,
Prince Albert,BALLARAT,,,,,,,,,,
Market Square,BALLARAT,,,,,,,,,,
Red Lion,BALLARAT,,,,,,,,,,
Union,BALLARAT,,,,,,,,,,
Imperial,BALLARAT,,,,,,,,,,
Crown & Anchor,BALLARAT,,,,,,,,,,
Roddas Shop,BALLARAT,,,,,,,,,,
British Queen,BALLARAT,,,,,,,,,,
Council Chambers,BALLARAT,,,,,,,,,,
School,BALLARAT,,,,,,,,,,
Prince of Wales,BALLARAT,,,,,,,,,,
Victoria,BALLARAT,,,,,,,,,,
Robert Burns,BALLARAT,,,,,,,,,,
White Horse,BALLARAT,,,,,,,,,,
Methodist Church,BALLARAT,,,,,,,,,,
Sewerage Viaduct,BALLARAT,,,,,,,,,,
Prince Regent,BALLARAT,,,,,,,,,,
Perth & Fyfe Arms,BALLARAT,,,,,,,,,,
Lover of Justice,BALLARAT,,,,,,,,,,
Harp of Erin,BALLARAT,,,,,,,,,,
Bakery Hill,BALLARAT,,,,,,,,,,
White Hart,BALLARAT,,,,,,,,,,
Red Bull,BALLARAT,,,,,,,,,,
Bridge Inn,BALLARAT,,,,,,,,,,
Plank Road,BALLARAT,,,,,,,,,,
Prince Regent,BALLARAT,,,,,,,,,,
London Tavern,BALLARAT,,,,,,,,,,
Cottage Inn,BALLARAT,,,,,,,,,,
Half-way House,BALLARAT,,,,,,,,,,
Lamb Inn,BALLARAT,,,,,,,,,,
Odd Fellows,BALLARAT,,,,,,,,,,
Sir Henry Barkly,BALLARAT,,,,,,,,,,
Suburban House,BALLARAT,,,,,,,,,,
Supreme Court,BALLARAT,,,,,,,,,,
Scotch Thistle,BALLARAT,,,,,,,,,,
Duke of Wellington,BALLARAT,,,,,,,,,,
Terminus,BALLARAT,,,,,,,,,,
Nags Head,BALLARAT,,,,,,,,,,
Junction,BALLARAT,,,,,,,,,,
Macks,BALLARAT,,,,,,,,,,
Nth Grenville,BALLARAT,,,,,,,,,,
Mathers,BALLARAT,,,,,,,,,,
North British,BALLARAT,,,,,,,,,,
Stag,BALLARAT,,,,,,,,,,
Blue Bell,BALLARAT,,,,,,,,,,
Harvest Home,BALLARAT,,,,,,,,,,
Bird in Hand,BALLARAT,,,,,,,,,,
Duchess of Lancaster,BALLARAT,,,,,,,,,,
Caledonian,BALLARAT,,,,,,,,,,
Spread Eagle,BALLARAT,,,,,,,,,,
Brewery,BALLARAT,,,,,,,,,,
Brown Hill,BALLARAT,,,,,,,,,,
Native Youth,BALLARAT,,,,,,,,,,
Geelong,BALLARAT,,,,,,,,,,
Miners Support,BALLARAT,,,,,,,,,,
Diggers Arms,BALLARAT,,,,,,,,,,
Burnbank,BALLARAT,,,,,,,,,,
Carpenters & Joiners,BALLARAT,,,,,,,,,,
Dunmow Flitch of Bacon,BALLARAT,,,,,,,,,,
Surrey Coal Hole,BALLARAT,,,,,,,,,,
Victoria,BALLARAT,,,,,,,,,,
Robin Hood,BALLARAT,,,,,,,,,,
Royal,BALLARAT,,,,,,,,,,
Foys,BALLARAT,,,,,,,,,,
Plough Inn,BALLARAT,,,,,,,,,,
Camerons Post Office Hill,BALLARAT,,,,,,,,,,
American,BALLARAT,,,,,,,,,,
Help me through the world,BALLARAT,,,,,,,,,,
Farleys,BALLARAT,,,,,,,,,,
Brunswick,BALLARAT,,,,,,,,,,
Staffordshire,BALLARAT,,,,,,,,,,
Harris Family,BALLARAT,,,,,,,,,,
Green Dragon,BALLARAT,,,,,,,,,,
Ulster Arms,BALLARAT,,,,,,,,,,
Daniel OConnell Tavern,BALLARAT,,,,,,,,,,
Thistle,BALLARAT,,,,,,,,,,
Emu Inn,BALLARAT,,,,,,,,,,
Fire Brigade,BALLARAT,,,,,,,,,,
Railway,BALLARAT,,,,,,,,,,
Black Hill,BALLARAT,,,,,,,,,,
London Shades,BALLARAT,,,,,,,,,,
All Nations,BALLARAT,,,,,,,,,,
Royal,BALLARAT,,,,,,,,,,
Cornwall Arms,BALLARAT,,,,,,,,,,
Olive Branch,BALLARAT,,,,,,,,,,
Liverpool Arms,BALLARAT,,,,,,,,,,
British Queen,BALLARAT,,,,,,,,,,
Daniel OConnell,BALLARAT,,,,,,,,,,
Red House,BALLARAT,,,,,,,,,,
Library,BALLARAT,,,,,,,,,,
Lonies Fcy,BALLARAT,,,,,,,,,,
Monastery,BALLARAT,,,,,,,,,,
Adelphi,BALLARAT,,,,,,,,,,
Glasgow Arms,BALLARAT,,,,,,,,,,
Foundry,BALLARAT,,,,,,,,,,
Black Bull,BALLARAT,,,,,,,,,,
Ulster,BALLARAT,,,,,,,,,,
Garry Owen,BALLARAT,,,,,,,,,,
White Hart Inn,BALLARAT,,,,,,,,,,
Spargos,BALLARAT,,,,,,,,,,
Horse & Jockey,BALLARAT,,,,,,,,,,
Hope & Anchor,BALLARAT,,,,,,,,,,
Edinburgh,BALLARAT,,,,,,,,,,
Thistle,BALLARAT,,,,,,,,,,
Devonshire,BALLARAT,,,,,,,,,,
Pack Horse,BALLARAT,,,,,,,,,,
Theatre Royal,BALLARAT,,,,,,,,,,
Southern Cross,BALLARAT,,,,,,,,,,
Humffrays,BALLARAT,,,,,,,,,,
Port Phillips,BALLARAT,,,,,,,,,,
Telegraph,BALLARAT,,,,,,,,,,
Free Trade,BALLARAT,,,,,,,,,,
Salutation,BALLARAT,,,,,,,,,,
White Flat House,BALLARAT,,,,,,,,,,
Burra Burra,BALLARAT,,,,,,,,,,
Burra Burra,BALLARAT,,,,,,,,,,
White Flat,BALLARAT,,,,,,,,,,
Grand Junction,BALLARAT,,,,,,,,,,
Great Extended,BALLARAT,,,,,,,,,,
Phoenix,BALLARAT,,,,,,,,,,
Prince Charlie,BALLARAT,,,,,,,,,,
Bone Mills,BALLARAT,,,,,,,,,,
Shamrock,BALLARAT,,,,,,,,,,
Half-way House,BALLARAT,,,,,,,,,,
Free Trade,BALLARAT,,,,,,,,,,
Temperance Boarding House,BALLARAT,,,,,,,,,,
St Alipius Church,BALLARAT,,,,,,,,,,
North Western,BALLARAT,,,,,,,,,,
Greenock,BALLARAT,,,,,,,,,,
Cape of Good Hope,BALLARAT,,,,,,,,,,
Clare,BALLARAT,,,,,,,,,,
Crowthers,BALLARAT,,,,,,,,,,
Glasgow Arms,BALLARAT,,,,,,,,,,
Travellers Rest,BALLARAT,,,,,,,,,,
Duke of Richmond,BALLARAT,,,,,,,,,,
Café de Paris,BALLARAT,,,,,,,,,,
Farmers,BALLARAT,,,,,,,,,,
Southern Cross,BALLARAT,,,,,,,,,,
Railway,BALLARAT,,,,,,,,,,
Albion,BALLARAT,,,,,,,,,,
McLarens,BALLARAT,,,,,,,,,,
Mitchells,BALLARAT,,,,,,,,,,
Duke of York,BALLARAT,,,,,,,,,,
Limerick Castle,BALLARAT,,,,,,,,,,
Smiths,BALLARAT,,,,,,,,,,
Bridge,BALLARAT,,,,,,,,,,
Bridge Inn,BALLARAT,,,,,,,,,,
Travellers Rest,BALLARAT,,,,,,,,,,
Junction,BALLARAT,,,,,,,,,,
Café de Paris,BALLARAT,,,,,,,,,,
Douglas,BALLARAT,,,,,,,,,,
North British,BALLARAT,,,,,,,,,,
Montezuma,BALLARAT,,,,,,,,,,
Shakespeare,BALLARAT,,,,,,,,,,
Great Britain,BALLARAT,,,,,,,,,,
Cornwall Arms,BALLARAT,,,,,,,,,,
Charlie Napier,BALLARAT,,,,,,,,,,
United States,BALLARAT,,,,,,,,,,
Canadian,BALLARAT,,,,,,,,,,
Victoria Mine,BALLARAT,,,,,,,,,,
Greenock,BALLARAT,,,,,,,,,,
Star,BALLARAT,,,,,,,,,,
Cape of Good Hope,BALLARAT,,,,,,,,,,
Taits,BALLARAT,,,,,,,,,,
Cornubian,BALLARAT,,,,,,,,,,
Western Mail,BALLARAT,,,,,,,,,,
Clare,BALLARAT,,,,,,,,,,
Dublin Castle,BALLARAT,,,,,,,,,,
Geelong,BALLARAT,,,,,,,,,,
Belfast,BALLARAT,,,,,,,,,,
White Horse,BALLARAT,,,,,,,,,,
Builders Arms,BALLARAT,,,,,,,,,,
Travellers Rest,BALLARAT,,,,,,,,,,
Junction,BALLARAT,,,,,,,,,,
Foundry,BALLARAT,,,,,,,,,,
Cross Keys,BALLARAT,,,,,,,,,,
Kings Head,BALLARAT,,,,,,,,,,
Clarence,BALLARAT,,,,,,,,,,
North British,BALLARAT,,,,,,,,,,
Royal Exchange,BALLARAT,,,,,,,,,,
Town Hall,BALLARAT,,,,,,,,,,
Duke of Cornwall,BALLARAT,,,,,,,,,,
British,BALLARAT,,,,,,,,,,
Jacksons,BALLARAT,,,,,,,,,,
Shades Tavern,BALLARAT,,,,,,,,,,
Hit or Miss,BALLARAT,,,,,,,,,,
Londonderry,BALLARAT,,,,,,,,,,
Sir William Wallace,BALLARAT,,,,,,,,,,
Albion,BALLARAT,,,,,,,,,,
Lamb Inn,BALLARAT,,,,,,,,,,
Mount Rowan,BALLARAT,,,,,,,,,,
Foundry,BALLARAT,,,,,,,,,,
Juncion,BALLARAT,,,,,,,,,,
Butchers Arms,BALLARAT,,,,,,,,,,
Pick & Shovel,BALLARAT,,,,,,,,,,
Beehive,BALLARAT,,,,,,,,,,
Royal Britain,BALLARAT,,,,,,,,,,
Builders Arms,BALLARAT,,,,,,,,,,
Bowling Green,BALLARAT,,,,,,,,,,
Australia Felix,BALLARAT,,,,,,,,,,
Prince Regent,BALLARAT,,,,,,,,,,
Globe,BALLARAT,,,,,,,,,,
Carriers Arms,BALLARAT,,,,,,,,,,
Black Hill,BALLARAT,,,,,,,,,,
Ballarat Club,BALLARAT,,,,,,,,,,
Beaufort,BALLARAT,,,,,,,,,,
Red Bull,BALLARAT,,,,,,,,,,
Atlantic,BALLARAT,,,,,,,,,,
Clarendon,BALLARAT,,,,,,,,,,
Crazes,BALLARAT,,,,,,,,,,
Nags Head,BALLARAT,,,,,,,,,,
Brewers Arms,BALLARAT,,,,,,,,,,
Band of Hope,BALLARAT,,,,,,,,,,
Camp,BALLARAT,,,,,,,,,,
Carriers Arms,BALLARAT,,,,,,,,,,
Albert,BALLARAT,,,,,,,,,,
Cosmopolitan,BALLARAT,,,,,,,,,,
Stork,BALLARAT,,,,,,,,,,
Rainbow,BALLARAT,,,,,,,,,,
Lancashire Arms,BALLARAT,,,,,,,,,,
Regatta,BALLARAT,,,,,,,,,,
Cumberland & Durham,BALLARAT,,,,,,,,,,
Junction,BALLARAT,,,,,,,,,,
Junction,BALLARAT,,,,,,,,,,
Lady of the Lake,BALLARAT,,,,,,,,,,
Rainbow,BALLARAT,,,,,,,,,,
Oriental,BALLARAT,,,,,,,,,,
Duke of Wellington,BALLARAT,,,,,,,,,,
Baths Arms,BALLARAT,,,,,,,,,,
Earl of Zetland,BALLARAT,,,,,,,,,,
Temperance,BALLARAT,,,,,,,,,,
Golden Gate,BALLARAT,,,,,,,,,,
Hibernian,BALLARAT,,,,,,,,,,
Garricks Head,BALLARAT,,,,,,,,,,
Golden Fleece,BALLARAT,,,,,,,,,,
Black Ball,BALLARAT,,,,,,,,,,
Freemasonss,BALLARAT,,,,,,,,,,
Australian,BALLARAT,,,,,,,,,,
Stag,BALLARAT,,,,,,,,,,
British Nth American,BALLARAT,,,,,,,,,,
Western,BALLARAT,,,,,,,,,,
Prince Alfred,BALLARAT,,,,,,,,,,
Regatta Club,BALLARAT,,,,,,,,,,
Railway,BALLARAT,,,,,,,,,,
Royal Geroge,BALLARAT,,,,,,,,,,
Green Harp,BALLARAT,,,,,,,,,,
Haymarket,BALLARAT,,,,,,,,,,
Bucks Head,BALLARAT,,,,,,,,,,
Dunks,BALLARAT,,,,,,,,,,
Bristol,BALLARAT,,,,,,,,,,
Washington,BALLARAT,,,,,,,,,,
Mallow,BALLARAT,,,,,,,,,,
Kilkenny & Dublin,BALLARAT,,,,,,,,,,
Foleys,BALLARAT,,,,,,,,,,
Plough & Harrow,BALLARAT,,,,,,,,,,
St Nicholas,BALLARAT,,,,,,,,,,
Limerick City,BALLARAT,,,,,,,,,,
Horse & Jockey,BALLARAT,,,,,,,,,,
Eglington,BALLARAT,,,,,,,,,,
Foundry,BALLARAT,,,,,,,,,,
Rock of Cashel,BALLARAT,,,,,,,,,,
Clyde,BALLARAT,,,,,,,,,,
Nags Head,BALLARAT,,,,,,,,,,
Sawyers Arms,BALLARAT,,,,,,,,,,
Erin Go Bragh,BALLARAT,,,,,,,,,,
Eastern,BALLARAT,,,,,,,,,,
Golden Fleece,BALLARAT,,,,,,,,,,
New Grove,BALLARAT,,,,,,,,,,
Soldiers Hill,BALLARAT,,,,,,,,,,
Princess Royal,BALLARAT,,,,,,,,,,
Brewery Tap,BALLARAT,,,,,,,,,,
Eastern Station,BALLARAT,,,,,,,,,,
Provincial,BALLARAT,,,,,,,,,,
Issbills,BALLARAT,,,,,,,,,,
Farmers Return,BALLARAT,,,,,,,,,,
Grasshopper,BALLARAT,,,,,,,,,,
Welsh Harp,BALLARAT,,,,,,,,,,
Pacific,BALLARAT,,,,,,,,,,
Beehive,BALLARAT,,,,,,,,,,
Shamrock,BALLARAT,,,,,,,,,,
Knights,BALLARAT,,,,,,,,,,
Royal Mail,BALLARAT,,,,,,,,,,
Western Brigade,BALLARAT,,,,,,,,,,
Kerry,BALLARAT,,,,,,,,,,
Albion,BALLARAT,,,,,,,,,,
North Briton,BALLARAT,,,,,,,,,,
Myrtle,BALLARAT,,,,,,,,,,
Menhennets,BALLARAT,,,,,,,,,,
Gem,BALLARAT,,,,,,,,,,
Prince of Wales,BALLARAT,,,,,,,,,,
Ballarat,BALLARAT,,,,,,,,,,
Railway Terminus,BALLARAT,,,,,,,,,,
Specimen Hill,BALLARAT,,,,,,,,,,
United Kingdom,BALLARAT,,,,,,,,,,
Western,BALLARAT,,,,,,,,,,
Lord Nelson,BALLARAT,,,,,,,,,,
Northumberland Arms,BALLARAT,,,,,,,,,,
Mt Pleasant,BALLARAT,,,,,,,,,,
Pallas Gream,BALLARAT,,,,,,,,,,
Globe,BALLARAT,,,,,,,,,,
Sun,BALLARAT,,,,,,,,,,
Adelphi,BALLARAT,,,,,,,,,,
City of York,BALLARAT,,,,,,,,,,
Dutch Harry,BALLARAT,,,,,,,,,,
Queens Head,BALLARAT,,,,,,,,,,
Munster Arms,BALLARAT,,,,,,,,,,
Lubertia Club,BALLARAT,,,,,,,,,,
Brewery,BALLARAT,,,,,,,,,,
Brewery,BALLARAT,,,,,,,,,,
Union,BALLARAT,,,,,,,,,,
Butchers Arms,BALLARAT,,,,,,,,,,
Royal Mail,BALLARAT,,,,,,,,,,
American,BALLARAT,,,,,,,,,,
Parade,BALLARAT,,,,,,,,,,
Carpenters & Joiners,BALLARAT,,,,,,,,,,
Royal Saxon,BALLARAT,,,,,,,,,,
Beaufort,BALLARAT,,,,,,,,,,
Town Hall,BALLARAT,,,,,,,,,,
Western,BALLARAT,,,,,,,,,,
Wendouree,BALLARAT,,,,,,,,,,
Hope & Anchor,BALLARAT,,,,,,,,,,
Rising Sun,BALLARAT,,,,,,,,,,
Bricklayers Arms,BALLARAT,,,,,,,,,,
Half-way House,BALLARAT,,,,,,,,,,
Barkers Smithy,BALLARAT,,,,,,,,,,
Baths Arms,BALLARAT,,,,,,,,,,
Ship Inn,BALLARAT,,,,,,,,,,
Cronks Bucher Shop,BALLARAT,,,,,,,,,,
Lesters,BALLARAT,,,,,,,,,,
C of E Vicarage,BALLARAT,,,,,,,,,,
McKays Works,BALLARAT,,,,,,,,,,
School,BALLARAT,,,,,,,,,,
Alfred Hall,BALLARAT,,,,,,,,,,
Golden Fleece,BALLARAT,,,,,,,,,,
Cricketers Arms,BALLARAT,,,,,,,,,,
Plank Road,BALLARAT,,,,,,,,,,
Challangers,BALLARAT,,,,,,,,,,
Bucks Head,BALLARAT,,,,,,,,,,
Eglington,BALLARAT,,,,,,,,,,
Kerry,BALLARAT,,,,,,,,,,
Mains,BALLARAT,,,,,,,,,,
New York,BALLARAT,,,,,,,,,,
Turf,BALLARAT,,,,,,,,,,
Prince Alfred,BALLARAT,,,,,,,,,,
Washington,BALLARAT,,,,,,,,,,
Alfred the Great,BALLARAT,,,,,,,,,,
Queens Head,BALLARAT,,,,,,,,,,
Temperance,BALLARAT,,,,,,,,,,
Bank,BALLARAT,,,,,,,,,,
Ayshire Tavern,BALLARAT,,,,,,,,,,
Tattersalls,BALLARAT,,,,,,,,,,
Kavanaghs,BALLARAT,,,,,,,,,,
City of Cork,BALLARAT,,,,,,,,,,
Ancient Druid,BALLARAT,,,,,,,,,,
Holloways Factory,BALLARAT,,,,,,,,,,
Baths Arms,BALLARAT,,,,,,,,,,
Ancient Briton,BALLARAT,,,,,,,,,,
Borough Boundary,BALLARAT,,,,,,,,,,
Belmore Arms,BALLARAT,,,,,,,,,,
Iona,BALLARAT,,,,,,,,,,
Bignells,BALLARAT,,,,,,,,,,
Angel,BALLARAT,,,,,,,,,,
Commercial,BALLARAT,,,,,,,,,,
London Tavern,BALLARAT,,,,,,,,,,
Globe,BALLARAT,,,,,,,,,,
Court,BALLARAT,,,,,,,,,,
Royal,BALLARAT,,,,,,,,,,
Jamiesons,BALLARAT,,,,,,,,,,
Woodmans,BALLARAT,,,,,,,,,,
Eagle,BALLARAT,,,,,,,,,,
Criterion,BALLARAT,,,,,,,,,,
Bignells,BALLARAT,,,,,,,,,,
Alfred,BALLARAT,,,,,,,,,,
West Freehold,BALLARAT,,,,,,,,,,
Racecourse,BALLARAT,,,,,,,,,,
Masons Arms,BALLARAT,,,,,,,,,,
Bellevue,BALLARAT,,,,,,,,,,
Royal Highlander,BALLARAT,,,,,,,,,,
Sovereign,BALLARAT,,,,,,,,,,
Hand in Hand,BALLARAT,,,,,,,,,,
Dana,BALLARAT,,,,,,,,,,
Clarkes,BALLARAT,,,,,,,,,,
