Hotel_name,Hotel_city,Hotel_price,Hotel_rating
Designer 3 Bedroom Heritage Central Melbourne CBD,Melbourne,A$338 / night,4.8
BIG4 Bendigo Park Lane Holiday Park,City of Greater Bendigo,A$129 / night,4.2
"TREE TOP - Marysville, VIC",Marysville (Victoria),A$278 / night,4.0
Readyset on Upper West Side,Melbourne,A$139 / night,3.9
Convenience and Luxurious Comfort in Carnegie,Melbourne,A$333 / night,3.8
Wahroonga - in Central Carlton,Melbourne,A$328 / night,5.0
2 BR Modern Apartment Melbourne CBD!,Melbourne,A$162 / night,2.6
New - Blue Jay in the heart of Daylesford,Daylesford,A$420 / night,5.0
Two story mudbrick home nestled in the Dandenong Ranges.,Melbourne,A$289 / night,4.2
Gum Tree View - Welcoming Quiet Getaway Near Boutique Shops,Healesville,A$249 / night,4.9
Cosmo Stays - Spacious 3-bedroom deluxe townhouse,Melbourne,A$384 / night,4.8
The Ritz- large St Kilda apartment w amazing views,Melbourne,A$274 / night,4.8
Opposite the beach with Wifi and secure undercover carpark,Melbourne,A$160 / night,4.1
Southbank high-rise residence,Melbourne,A$258 / night,3.6
Exotic Forest's Edge Sanctuary - Entire 3 Bedroom Cottage,Healesville,A$409 / night,4.5
3 Bedroom Apt Convenient Location,Melbourne,A$354 / night,5.0
City Stay at Melbourne Tower - Southbank **3BR+High Speed WiFi+Netflix+Parking**,Melbourne,A$414 / night,4.9
Apartment Geilo 4 Excellent value,Falls Creek,A$387 / night,5.0
Smart apartment in elegant suburb close to city,Melbourne,A$230 / night,1.8
Dartmouth Mountain Retreat,Shire of Towong,A$132 / night,3.8
Apartment 390m²,Melbourne,A$231 / night,4.9
Quiet & Peaceful 3bed2bath HOME @Keilor Downs,Melbourne,A$249 / night,5.0
HUSKI 2: Ideal Family & Friend Accommodation - Mt Buller Village,Mt Buller,A$498 / night,5.0
Numurkah Self Contained Apartments  - The Saxton,Shire of Moira,A$143 / night,5.0
Sophisicated Family Oasis in Richmond,Melbourne,A$792 / night,5.0
Sun Apartments - Mt Hotham,Hotham Heights,A$292 / night,4.8
"LonsdaleStar:New2bed2bath, High Floor View+CarPark+PoolGym",Melbourne,A$246 / night,3.1
The Cottage at the Colonial,Shire of Moira,A$265 / night,4.4
Tiptre - at Blampied,Hepburn Shire,A$221 / night,4.0
Two Bedroom one bath room Standard  Cityview/Free Parking,Melbourne,A$263 / night,4.4
"An ideal place to live while renovating. 
Classy 4bed/ 2bth",Melbourne,A$384 / night,5.0
Melbourne's Crown Jewel 'The Victoria' - 4 Bedroom Rooftop Penthouse,Melbourne,"A$3,495 / night",5.0
Beaumont Grange House,Melbourne,A$138 / night,3.0
Cosy Mount Hotham Retreat,Hotham Heights,A$231 / night,4.6
Shop Til You Drop At Sleek Unit In Hip Area,Melbourne,A$163 / night,1.3
Hollywood Haven Mildura,Mildura VIC,A$218 / night,3.8
For a good time or a long time,Ballarat,A$186 / night,4.4
"Magnolia House: 4BR, 2 free car parking spaces & big backyard",Melbourne,A$554 / night,5.0
Homely Getaways - Central Mildura,Mildura VIC,A$725 / night,3.5
"Clyvemore - Luxurious, boutique accommodation in the heart of the Ballarat.",Ballarat,A$206 / night,5.0
Whistler 1C 2 Bedrooms 2 Bathrooms,Mt Buller,A$420 / night,3.8
930 Big House OnTheBeach-30 metres Beach/Shops/Pub/Resturants-Leave Car Behind,Melbourne,"A$1,915 / night",5.0
Ballarat BreakAway Short Stays -Beautiful Comfortable Accommadation.,Ballarat,A$234 / night,4.9
Luxury 4 bedroom Townhouse in Glen Waverley,Melbourne,A$324 / night,5.0
Sawmill Mountain Retreat- dcs retreats,Merrijig,A$420 / night,4.5
Eureka Ski at Mount Hotham,Hotham Heights,A$276 / night,4.7
Golf View Charm - Large two story House,Melbourne,A$215 / night,4.0
"Spacious, natural light filled 4BDR house in a CENTRAL location",Melbourne,A$256 / night,5.0
A701 TWIN TOWERS: Mt BULLER VILLAGE Ski In / SkOut,Mt Buller,A$582 / night,5.0
Luxury Accommodation,Mildura VIC,A$542 / night,4.9
"Bluebell Apartments in Box Hill, Melbourne",Melbourne,A$139 / night,1.3
ResortStyle 4BR House with parking@Werribee,Melbourne,A$265 / night,5.0
Keppt Holiday Cottage,Merrijig,A$331 / night,5.0
Park Lane Apartment East Melbourne,Melbourne,A$387 / night,4.8
Triggerplant 3-DPA,Dinner Plain,A$200 / night,4.7
Two Truffles Cottages,Shire of Yarra Ranges,A$226 / night,4.4
"Stylish, Renovated Edwardian Home in Kew.",Melbourne,A$180 / night,5.0
GIPPSLAND HOLIDAY STAY TRARALGON,Latrobe City,A$203 / night,5.0
"The Grainger, Fitzroy",Melbourne,"A$1,009 / night",5.0
Sun Apartments - Mount Hotham,Hotham Heights,A$308 / night,5.0
Bungunyah Apartments: Cotton,Melbourne,A$303 / night,4.7
"Well suited to families, couples, individuals, conference and others",Ballarat,A$248 / night,5.0
Exclusive Stays - SouthbankONE II,Melbourne,A$665 / night,4.4
Lakes Entrance Holiday Units,Lakes Entrance,A$253 / night,2.8
Azalea House - Family Accommodation,Warburton,A$334 / night,3.6
SPACIOUS 3BR/2BTH CBD APT + WIFI + VIEW!,Melbourne,A$452 / night,5.0
D118 Cawood Family Stay,Melbourne,A$219 / night,5.0
THE WINDSOR Executive 2.5 Bedroom Freshwater Place,Melbourne,A$706 / night,5.0
Entire house with unlimited WIFI and NETFLIX in the heart of Eastern Suburbs,Melbourne,A$408 / night,5.0
Gifford chalet dog friendly.,Harrietville,A$508 / night,5.0
Mulberry - Walk to MCG & Heart of Richmond,Melbourne,A$457 / night,4.8
Cadeau at Merrijig - The Base of Mount Buller,Merrijig,A$468 / night,4.9
Luxury Holiday House in the Inner City,Melbourne,A$867 / night,4.8
Bristol House Accommodation UNIT,Maryborough (Victoria),A$179 / night,4.2
Mawson 5 Family Apartment close to Ski School,Mt Buller,A$572 / night,5.0
Himalayinn - Ski lodge or Alpine retreat,Merrijig,A$827 / night,4.6
The Amazing Wiltshire of warehouse conversion!,Melbourne,A$259 / night,3.3
"Brunswick Getaway, walking distance to bars, cafes restaurants",Melbourne,A$165 / night,5.0
Torquay Surfcoast  Victoria,Torquay (Victoria),"A$1,567 / night",5.0
Box Hill accommodation,Melbourne,A$154 / night,4.0
Sunny Sunday Getaway,Shire of Mitchell,A$203 / night,5.0
Quiet Comfortable Family House in Melbourne Great Ocean RdTourist stopover舒适独栋别墅,Melbourne,A$207 / night,4.2
Wirraway Farm-stay,Shire of Mitchell,A$134 / night,4.9
Fire & Ice - At the base of Mt Buller,Merrijig,A$414 / night,5.0
Alpine Edge Chalet - alpine-getaways,Dinner Plain,"A$1,368 / night",5.0
Helen's luxury hut,Victoria,A$63 / night,4.8
Murmeli Falls Creek,Falls Creek,A$183 / night,4.3
Gorgeous family retreat,Melbourne,A$247 / night,3.3
"Red Rock of Alvie- ""Aviemore"" heavenly and hidden retreat",Shire of Colac Otway,A$370 / night,4.5
Stay Belgravia -  9 bedroom house,Melbourne,A$678 / night,5.0
Hawthorn Holiday House,Melbourne,A$280 / night,3.8
Ski Break Luxury Chalet - Dinner Plain,Harrietville,A$849 / night,5.0
"Spacious, Lovely 4 Bed Room Family Home",Melbourne,A$357 / night,4.4
Boutique Stays - Brighton Abode,Melbourne,A$417 / night,2.3
Halen's hourse,Melbourne,A$75 / night,4.0
Queens Lakeside Apartment,Melbourne,A$287 / night,4.8
BLAIRGOWRIE GEM .....,Blairgowrie,"A$1,135 / night",3.8
Melbourne Luxury Villa at Doncaster,Melbourne,A$398 / night,4.6
"Luxurious apartment at Hardware Lane, 3 Bed Gym Pool and many more",Melbourne,A$554 / night,4.9
Apple House Tarneit North,Victoria,A$85 / night,4.5
D103 Lemon tree house,Melbourne,A$232 / night,3.8
Hudson@Stockmans Mansfield Vic,Mansfield (Victoria),A$847 / night,5.0
Yes Holiday Home,Victoria,A$69 / night,3.9
Federation Square Apartments - Breathtaking View,Melbourne,A$311 / night,5.0
Studio 4 - Saint George Accommodation,Melbourne,A$99 / night,4.2
Chum Creek Hut,Shire of Yarra Ranges,A$350 / night,4.8
MERINDA - minil & merinda chalets,Merrijig,A$527 / night,4.5
Summit Ridge Alpine Lodge,Falls Creek,A$216 / night,4.6
Spacious Lovely 5Beds home@Point Cook,Melbourne,A$266 / night,3.8
Inner City Oasis on Buckingham,Melbourne,A$305 / night,5.0
Alice Manor 3---New & Up market high quality,Melbourne,A$371 / night,4.2
The Blue Barn,Daylesford,A$252 / night,4.5
Best Western Fawkner Suites & Serviced Apartments,Melbourne,A$136 / night,4.7
Accommodation in Melbourne,Melbourne,A$362 / night,4.5
Toolebewang Farm Cottage,Shire of Yarra Ranges,A$234 / night,4.5
Madam Saddler - On Fraser Clunes,Hepburn Shire,A$272 / night,5.0
Eastern Hill Creswick,Creswick,A$138 / night,4.4
165 On Bogong,Ballarat,A$250 / night,4.9
Gravity Tower,Melbourne,A$199 / night,4.4
Koovelly Garden Studio,Daylesford,A$232 / night,4.7
Elizabethan Lodge,Melbourne,A$99 / night,4.1
Space for all in Southbank - 3 Bedroom Apartment,Melbourne,A$244 / night,3.1
Apple House,Melbourne,A$69 / night,4.2
Gunyah Valley Retreat,City of Greater Bendigo,A$140 / night,4.7
Castlemaine Central Cabin & Van Park,Castlemaine,A$118 / night,4.4
Ballarat cottages incorporating yarrowee cottage and Admirals cottage,Ballarat,A$150 / night,4.7
The Garden Room,Daylesford,A$222 / night,4.5
Aparment Sky Home,Melbourne,A$251 / night,5.0
Poets Lodge Boutique Group Stays and Events,Daylesford,"A$2,224 / night",5.0
The home is only 30 minutes from Melbourne Airport.,Shire of Macedon Ranges,A$202 / night,4.7
Discovery Parks – Melbourne,Melbourne,A$115 / night,4.3
Melbourne Fitzroy Terrace,Melbourne,A$415 / night,4.7
RiverCottage-selfcontained,Marysville (Victoria),A$215 / night,4.2
Home away from home,Victoria,A$77 / night,3.8
Apple House Upper Point Cook,Melbourne,A$89 / night,4.5
Majella Chalet alpine-getaway,Dinner Plain,"A$1,674 / night",5.0
Large Quiet Art Deco Apt Camberwell,Melbourne,A$200 / night,5.0
Airport Tourist Village Melbourne,Melbourne,A$77 / night,4.4
Homely Getaways - Eighth Street Mildura,Mildura VIC,A$797 / night,3.0
ELKHORN 17: Modern Family Accommodation - Mt Buller Village,Mt Buller,A$434 / night,3.8
Spencer Street Apartments,Melbourne,A$236 / night,4.5
Lake Hamilton Motor Village and Caravan Park,Hamilton (Victoria),A$139 / night,4.5
Apartments Of Waverley,Melbourne,A$154 / night,4.5
MARK 11 2W: Executive Accommodation - Mt. BULLER VILLAGE:,Mt Buller,A$631 / night,3.8
The Recovery Room with Luxury Indoor Spa,Dinner Plain,A$778 / night,4.3
Lakeview On Sycamore,Melbourne,A$192 / night,4.8
Somerset on Elizabeth Melbourne,Melbourne,A$184 / night,4.4
Secret Cottage,Healesville,A$200 / night,4.6
Mornington Peninsula Retro Glamping,Rye (Victoria),A$173 / night,4.3
Melbourne Holiday Apartments Flinders Wharf,Melbourne,A$176 / night,4.6
MY80 Apartment located in the inner of Melbourne CBD,Melbourne,A$130 / night,5.0
Indulge Apartments - Langtree,Mildura VIC,A$174 / night,4.2
Orange Stay Apartments,Melbourne,A$201 / night,4.3
Apartments @ 57 City,Melbourne,A$157 / night,4.3
A big house for big group,Melbourne,A$293 / night,5.0
Park Avenue - IKON Glen Waverley,Melbourne,A$120 / night,4.3
Oaks Melbourne on Lonsdale Suites,Melbourne,A$120 / night,4.3
Daylesford Holiday Park,Daylesford,A$132 / night,4.1
De'Vine Escape,Shire of Yarra Ranges,A$182 / night,4.0
"Boutique Stays - Zinc 501, Port Melbourne",Melbourne,A$280 / night,5.0
Canvas Suites on A'beckett,Melbourne,A$159 / night,4.2
BIG4 Shepparton Park Lane Holiday Park,City of Greater Shepparton,A$158 / night,4.2
Country Getaway Neerim South,Shire of Baw Baw,A$226 / night,4.8
Mantra Lorne,Lorne,A$432 / night,4.1
Lovely home,Melbourne,A$159 / night,4.1
Boutique Stays - South Yarra Lane,Melbourne,A$345 / night,5.0
Alexandra Tourist Park,Shire of Murrindindi,A$138 / night,3.9
Golden Country Motel and Caravan Park,Maryborough (Victoria),A$141 / night,3.8
Platinum City Serviced Apartments,Melbourne,A$177 / night,4.0
Luxury Penthouse 3BDR Inner City  LRG Group  WIFI,Melbourne,"A$1,294 / night",2.6
The Glen Family House,Melbourne,A$310 / night,1.3
Homely Getaways @ Swanston Square,Melbourne,A$237 / night,4.1
McKillop Geelong by Gold Star Stays,Geelong,A$163 / night,3.7
Triggerplant 1-DPA,Dinner Plain,A$145 / night,4.1
Frankie306,Melbourne,A$243 / night,4.6
CBD Little Paris - StayCentral,Melbourne,A$234 / night,4.3
Boutique Stays Sandyside- Sandringham Villa Units,Melbourne,A$280 / night,4.3
Boutique Stays - Carlton Terrace,Melbourne,A$280 / night,4.5
Boutique Stays - Buckingham,Melbourne,A$326 / night,4.8
A-Line Holiday Park,City of Greater Bendigo,A$91 / night,4.5
"Boutique Stays - Somerset Terrace, Townhouse in Richmond",Melbourne,A$290 / night,5.0
"Boutique Stays - Vox Terrace, Prahran Apartment",Melbourne,A$244 / night,4.0
Lifestyle Villages Traralgon,Latrobe City,A$98 / night,4.3
Ski View 1: Funky Family Accommodation - Mt Buller Village,Mt Buller,A$516 / night,4.4
Bacarra Heritage Cottage - 2 bed heritage home in Geelong,Greater Geelong City,A$267 / night,5.0
Weathering Heights-Chalet In The High Country,Dinner Plain,A$497 / night,4.8
BIG4 Dandenong Tourist Park,Melbourne,A$150 / night,4.3
Northcote Hill - StayCentral,Melbourne,A$264 / night,3.6
Darcy's Cottage on Piper,Kyneton,A$394 / night,5.0
Insaa Serviced Apartments Dandenong,Dandenong,A$268 / night,4.0
Vineyard Retreat Mildura,Mildura,A$550 / night,4.7
Top Floor•Views•Yarraville•2 bedroom•2bathroom,Melbourne,A$246 / night,4.3
NGV Art Centre Retreat - StayCentral,Melbourne,A$270 / night,4.6
Boxhill民宿,Melbourne,A$58 / night,3.0
Cottage for 1 or 20 People,Capel Sound,"A$1,896 / night",4.5
Mansfield Holiday Park,Mansfield (Victoria),A$147 / night,4.5
COMPLETE HOST Coventry St Apartments,Melbourne,A$321 / night,4.4
"Boutique Stays - Melrose Terrace, Townhouse in North Melbourne",Melbourne,A$290 / night,4.7
Cottage By The Bay ---Quick Response 24/7,Melbourne,"A$1,501 / night",5.0
Superb Luxe 5BR house@Point Cook near lake,Melbourne,A$251 / night,2.5
Your guest room in Keysborough,Melbourne,A$110 / night,2.8
Warragul Gardens Holiday Park,Shire of Baw Baw,A$142 / night,4.6
Blairs-DPA,Dinner Plain,A$242 / night,4.5
Boutique Stays – Sandy Breeze 1,Melbourne,A$391 / night,4.8
StayCentral on Little Collins,Melbourne,A$282 / night,4.7
StayCentral on Lonsdale,Melbourne,A$299 / night,4.5
Brunswick Vibe - StayCentral,Melbourne,A$270 / night,3.9
Boutique Stays - The Veronica,Melbourne,A$495 / night,4.7
"Boutique Stays - Roxys Place, Prahran House",Melbourne,A$409 / night,5.0
Boutique Stays-Murrumbeena Place 1,Melbourne,A$381 / night,4.6
Boutique Stays - Elwood Hideaway,Melbourne,A$541 / night,4.6
StayCentral on Nott,Melbourne,A$270 / night,2.9
London Park Resort,Melbourne,A$350 / night,4.3
91 Stevenson Court,Yarrawonga,A$704 / night,4.6
Smoko,Dinner Plain,A$242 / night,4.3
Boutique Stays - Highviews,Melbourne,A$354 / night,4.8
Quest Maribyrnong,Melbourne,A$149 / night,4.5
"Boutique Stays - Central Park, South Melbourne Townhouse",Melbourne,A$427 / night,5.0
Absinthe,Dinner Plain,A$458 / night,4.6
Double Bridges,Dinner Plain,A$400 / night,3.8
Belltrees,Dinner Plain,A$513 / night,3.7
Square Bear-DPA,Dinner Plain,A$444 / night,5.0
Classic 6BRM Villa in Melbourne,Melbourne,A$425 / night,0.1
Cottage by the Sea ---Quick response 24/7,Capel Sound,"A$1,514 / night",1.3
Cozy charming and affordable,Melbourne,A$188 / night,0.1
Tooroonga Park - Yarra Valley,Shire of Yarra Ranges,A$331 / night,5.0
Comfortable and Lovely Bodkin Cottage - Room 1,Kyneton,A$204 / night,4.2
stand alone fully self contained spa cottage which accommodates 2 people,Melbourne,A$205 / night,4.6
The Garden House at elevation652 at Mt Bellevue,Rural City of Wangaratta,A$282 / night,5.0
Harvest Home Bed & Breakfast,City of Greater Shepparton,A$136 / night,4.9
Santa Fe Ranch - peaceful getaway,Tolmie,A$200 / night,4.9
"Heathcote Views with wifi , spabath & carport",Shire of Mitchell,A$512 / night,4.9
Hideaway in the Hills ... MillDuck StrawBale B&B,City of Greater Bendigo,A$254 / night,5.0
"Josephine's Bed & Breakfast
Traditional in-home Bed & Breakfast",Melbourne,A$159 / night,4.7
Casa Valeri in Warburton,Warburton,A$414 / night,5.0
Fergusson Winery - Executive Suite,Shire of Yarra Ranges,A$224 / night,5.0
Terminus Hotel Healesville,Healesville,A$182 / night,4.1
casa pizzini near the green,Rural City of Wangaratta,A$160 / night,4.0
The Mews - Charan Hills,Shire of Mitchell,A$205 / night,4.8
Santhosa - a uniquely designed B & B,Bass Coast Shire,A$193 / night,5.0
The Canberra Hotel - a Luxury Art Deco Oasis,Ballarat,A$199 / night,5.0
The Oxley Estate B&B,Portarlington,A$253 / night,4.7
Austin Rise Bed and Breakfast,Heidelberg (Melbourne),A$170 / night,4.8
Adina Apartment Hotel Melbourne,Melbourne,A$161 / night,4.4
Leafield Cottages,Shire of Yarra Ranges,A$187 / night,4.7
Saladin Lodge,Narbethong,A$270 / night,4.7
Allawah Bendigo,Bendigo,A$125 / night,4.4
Caroline Serviced Apartments Brighton,Melbourne,A$225 / night,4.5
Quest Wodonga,Wodonga,A$128 / night,4.5
Blazing Stump Motel & Suites,Wodonga,A$165 / night,4.6
Lanbruk Richmond Hill,Melbourne,A$170 / night,4.6
Sandy Hill Serviced Apartments,Melbourne,A$339 / night,4.7
Carlton Lygon Lodge,Melbourne,A$126 / night,4.3
Lifestyle Apartments at Ferntree,Melbourne,A$157 / night,4.6
Tyrian Albert Park Lake,Melbourne,A$272 / night,4.6
Quest Burwood East,Melbourne,A$131 / night,4.6
Quest Sale,Shire of Wellington,A$134 / night,4.5
Avani Melbourne Box Hill Residences,Melbourne,A$165 / night,4.5
Vue Apartments Geelong,Geelong,A$227 / night,4.5
Quest Docklands,Melbourne,A$158 / night,4.5
Quest Sanctuary Lakes,Melbourne,A$179 / night,4.5
Bendigo Guesthouse,Bendigo,A$120 / night,4.5
Quest Flemington Central,Melbourne,A$135 / night,4.5
RNR Serviced Apartments North Melbourne,Melbourne,A$158 / night,4.5
Oaks Melbourne on Market Hotel,Melbourne,A$146 / night,4.4
Camberwell Serviced Apartments,Melbourne,A$175 / night,4.4
Quest Melbourne Airport,Melbourne,A$149 / night,4.4
Docklands Private Collection - Digital Harbour,Melbourne,A$129 / night,4.4
Quest Bundoora,Melbourne,A$140 / night,4.4
Quest Dandenong,Dandenong,A$156 / night,4.4
Quest Shepparton,City of Greater Shepparton,A$132 / night,4.3
Punthill South Yarra Grand,Melbourne,A$105 / night,4.3
Lovely Banks - Rest and Relax,Greater Geelong City,A$87 / night,4.6
Punthill Dandenong,Dandenong,A$60 / night,4.1
Quest St Kilda Bayside,Melbourne,A$171 / night,4.3
District Apartments Fitzroy,Melbourne,A$225 / night,4.3
Comfort Inn & Apartments Dandenong,Dandenong,A$146 / night,4.1
Park Regis Griffin Suites,Melbourne,A$129 / night,4.2
HarbourView Apartment Hotel (now Arrow on Spencer),Melbourne,A$147 / night,3.9
Clocktower Apartment Hotel,Melbourne,A$165 / night,4.1
Collins Hotel,Melbourne,A$158 / night,4.1
Sixty Two On Grey Serviced Apartments,Melbourne,A$145 / night,4.1
Beaumont Kew Apartments,Melbourne,A$95 / night,3.9
Knox International Hotel and Apartments,Melbourne,A$142 / night,3.8
YTI Garden Hotel,Melbourne,A$104 / night,3.9
Milano Serviced Apartments,Melbourne,A$119 / night,4.0
Barkly Apartments,Melbourne,A$149 / night,3.6
The Sebel Residences Melbourne Docklands,Melbourne,A$194 / night,4.0
Summer Inn Holiday Apartments,Melbourne,A$200 / night,3.8
CBD Victoria Harbour Service Apartments,Melbourne,A$421 / night,3.4
Clunes Guest Home,Hepburn Shire,A$140 / night,3.3
Redan Apartments,Melbourne,A$85 / night,1.9
